CMPET_RATE,HOUSE_MANAGE_NO,HOUSE_TY,MODEL_NO,PBLANC_NO,REQ_CNT,RESIDE_SECD,RESIDE_SENM,SUBSCRPT_RANK_CODE,SUPLY_HSHLDCO
-,2026000104,084.9913C,02,2026000104,28,01,해당지역,2,154
-,2026000104,084.9913C,02,2026000104,2,02,기타지역,2,154
2.59,2026000104,099.0000A,03,2026000104,238,01,해당지역,1,92
-,2026000104,099.0000A,03,2026000104,68,02,기타지역,1,92
-,2026000104,099.0000A,03,2026000104,35,01,해당지역,2,92
-,2026000104,099.0000A,03,2026000104,10,02,기타지역,2,92
(△51),2026000102,084.9183A,01,2026000102,17,01,해당지역,1,68
(△50),2026000102,084.9183A,01,2026000102,1,02,기타지역,1,68
(△33),2026000102,084.9183A,01,2026000102,17,01,해당지역,2,68
(△31),2026000102,084.9183A,01,2026000102,2,02,기타지역,2,68
(△50),2026000102,084.9279B,02,2026000102,18,01,해당지역,1,68
(△48),2026000102,084.9279B,02,2026000102,2,02,기타지역,1,68
(△39),2026000102,084.9279B,02,2026000102,9,01,해당지역,2,68
(△38),2026000102,084.9279B,02,2026000102,1,02,기타지역,2,68
(△114),2026000102,084.9154C,03,2026000102,23,01,해당지역,1,137
(△113),2026000102,084.9154C,03,2026000102,1,02,기타지역,1,137
(△107),2026000102,084.9154C,03,2026000102,6,01,해당지역,2,137
(△105),2026000102,084.9154C,03,2026000102,2,02,기타지역,2,137
(△121),2026000102,084.6110D,04,2026000102,17,01,해당지역,1,138
(△120),2026000102,084.6110D,04,2026000102,1,02,기타지역,1,138
(△115),2026000102,084.6110D,04,2026000102,5,01,해당지역,2,138
(△115),2026000102,084.6110D,04,2026000102,0,02,기타지역,2,138
(△63),2026000102,084.9260E,05,2026000102,4,01,해당지역,1,67
(△61),2026000102,084.9260E,05,2026000102,2,02,기타지역,1,67
(△60),2026000102,084.9260E,05,2026000102,1,01,해당지역,2,67
(△60),2026000102,084.9260E,05,2026000102,0,02,기타지역,2,67
1.00,2026000102,084.9260F,06,2026000102,1,01,해당지역,1,1
-,2026000102,084.9260F,06,2026000102,0,02,기타지역,1,1
-,2026000102,084.9260F,06,2026000102,6,01,해당지역,2,1
-,2026000102,084.9260F,06,2026000102,2,02,기타지역,2,1
(△2),2026000101,073.9154 ,01,2026000101,13,01,해당지역,1,15
2.00,2026000101,073.9154 ,01,2026000101,4,02,기타지역,1,15
-,2026000101,073.9154 ,01,2026000101,0,01,해당지역,2,15
-,2026000101,073.9154 ,01,2026000101,0,02,기타지역,2,15
(△2),2026000101,081.7466 ,02,2026000101,0,01,해당지역,1,2
(△2),2026000101,081.7466 ,02,2026000101,0,02,기타지역,1,2
2.00,2026000101,081.7466 ,02,2026000101,4,01,해당지역,2,2
-,2026000101,081.7466 ,02,2026000101,0,02,기타지역,2,2
(△55),2026000101,084.8637A,03,2026000101,20,01,해당지역,1,75
(△53),2026000101,084.8637A,03,2026000101,2,02,기타지역,1,75
(△42),2026000101,084.8637A,03,2026000101,11,01,해당지역,2,75
(△40),2026000101,084.8637A,03,2026000101,2,02,기타지역,2,75
(△28),2026000101,084.8927B,04,2026000101,4,01,해당지역,1,32
(△28),2026000101,084.8927B,04,2026000101,0,02,기타지역,1,32
(△25),2026000101,084.8927B,04,2026000101,3,01,해당지역,2,32
(△23),2026000101,084.8927B,04,2026000101,2,02,기타지역,2,32
(△8),2026000096,059.9018A,01,2026000096,5,01,해당지역,1,13
(△8),2026000096,059.9018A,01,2026000096,0,02,기타지역,1,13
(△7),2026000096,059.9018A,01,2026000096,1,01,해당지역,2,13
(△7),2026000096,059.9018A,01,2026000096,0,02,기타지역,2,13
(△2),2026000096,059.9659B,02,2026000096,1,01,해당지역,1,3
(△2),2026000096,059.9659B,02,2026000096,0,02,기타지역,1,3
(△1),2026000096,059.9659B,02,2026000096,1,01,해당지역,2,3
(△1),2026000096,059.9659B,02,2026000096,0,02,기타지역,2,3
(△25),2026000096,074.9271A,03,2026000096,0,01,해당지역,1,25
(△25),2026000096,074.9271A,03,2026000096,0,02,기타지역,1,25
(△25),2026000096,074.9271A,03,2026000096,0,01,해당지역,2,25
(△25),2026000096,074.9271A,03,2026000096,0,02,기타지역,2,25
(△17),2026000096,074.9536B,04,2026000096,1,01,해당지역,1,18
(△17),2026000096,074.9536B,04,2026000096,0,02,기타지역,1,18
(△17),2026000096,074.9536B,04,2026000096,0,01,해당지역,2,18
(△17),2026000096,074.9536B,04,2026000096,0,02,기타지역,2,18
(△226),2026000096,084.9911A,05,2026000096,2,01,해당지역,1,228
(△225),2026000096,084.9911A,05,2026000096,1,02,기타지역,1,228
(△220),2026000096,084.9911A,05,2026000096,5,01,해당지역,2,228
(△220),2026000096,084.9911A,05,2026000096,0,02,기타지역,2,228
(△107),2026000096,084.9755B,06,2026000096,1,01,해당지역,1,108
(△107),2026000096,084.9755B,06,2026000096,0,02,기타지역,1,108
(△106),2026000096,084.9755B,06,2026000096,1,01,해당지역,2,108
(△106),2026000096,084.9755B,06,2026000096,0,02,기타지역,2,108
(△101),2026000096,105.9965 ,07,2026000096,2,01,해당지역,1,103
(△101),2026000096,105.9965 ,07,2026000096,0,02,기타지역,1,103
(△99),2026000096,105.9965 ,07,2026000096,2,01,해당지역,2,103
(△98),2026000096,105.9965 ,07,2026000096,1,02,기타지역,2,103
40.50,2026000094,059.9116A,01,2026000094,2430,01,해당지역,1,60
-,2026000094,059.9116A,01,2026000094,0,02,기타지역,1,60
-,2026000094,059.9116A,01,2026000094,0,01,해당지역,2,60
-,2026000094,059.9116A,01,2026000094,0,02,기타지역,2,60
42.40,2026000094,059.8054B,02,2026000094,212,01,해당지역,1,5
-,2026000094,059.8054B,02,2026000094,0,02,기타지역,1,5
-,2026000094,059.8054B,02,2026000094,0,01,해당지역,2,5
-,2026000094,059.8054B,02,2026000094,0,02,기타지역,2,5
37.31,2026000094,059.9537C,03,2026000094,597,01,해당지역,1,16
-,2026000094,059.9537C,03,2026000094,0,02,기타지역,1,16
-,2026000094,059.9537C,03,2026000094,0,01,해당지역,2,16
-,2026000094,059.9537C,03,2026000094,0,02,기타지역,2,16
21.36,2026000094,084.9634A,04,2026000094,598,01,해당지역,1,28
-,2026000094,084.9634A,04,2026000094,0,02,기타지역,1,28
-,2026000094,084.9634A,04,2026000094,0,01,해당지역,2,28
-,2026000094,084.9634A,04,2026000094,0,02,기타지역,2,28
18.40,2026000094,084.9995B,05,2026000094,736,01,해당지역,1,40
-,2026000094,084.9995B,05,2026000094,0,02,기타지역,1,40
-,2026000094,084.9995B,05,2026000094,0,01,해당지역,2,40
-,2026000094,084.9995B,05,2026000094,0,02,기타지역,2,40
14.10,2026000094,084.9712C,06,2026000094,141,01,해당지역,1,10
-,2026000094,084.9712C,06,2026000094,0,02,기타지역,1,10
-,2026000094,084.9712C,06,2026000094,0,01,해당지역,2,10
-,2026000094,084.9712C,06,2026000094,0,02,기타지역,2,10
6.14,2026000094,106.9502A,07,2026000094,129,01,해당지역,1,21
-,2026000094,106.9502A,07,2026000094,0,02,기타지역,1,21
-,2026000094,106.9502A,07,2026000094,0,01,해당지역,2,21
-,2026000094,106.9502A,07,2026000094,0,02,기타지역,2,21
6.47,2026000093,070.9692 ,01,2026000093,291,01,해당지역,1,45
-,2026000093,070.9692 ,01,2026000093,49,02,기타지역,1,45
-,2026000093,070.9692 ,01,2026000093,0,01,해당지역,2,45
-,2026000093,070.9692 ,01,2026000093,0,02,기타지역,2,45
2.75,2026000093,084.9785A,02,2026000093,292,01,해당지역,1,106
-,2026000093,084.9785A,02,2026000093,78,02,기타지역,1,106
-,2026000093,084.9785A,02,2026000093,372,01,해당지역,2,106
-,2026000093,084.9785A,02,2026000093,77,02,기타지역,2,106
10.49,2026000093,084.9702B,03,2026000093,913,01,해당지역,1,87
-,2026000093,084.9702B,03,2026000093,154,02,기타지역,1,87
-,2026000093,084.9702B,03,2026000093,0,01,해당지역,2,87
-,2026000093,084.9702B,03,2026000093,0,02,기타지역,2,87
12.76,2026000093,084.9571C,04,2026000093,217,01,해당지역,1,17
-,2026000093,084.9571C,04,2026000093,37,02,기타지역,1,17
-,2026000093,084.9571C,04,2026000093,0,01,해당지역,2,17
-,2026000093,084.9571C,04,2026000093,0,02,기타지역,2,17
5.31,2026000093,109.9600 ,05,2026000093,308,01,해당지역,1,58
-,2026000093,109.9600 ,05,2026000093,43,02,기타지역,1,58
-,2026000093,109.9600 ,05,2026000093,0,01,해당지역,2,58
-,2026000093,109.9600 ,05,2026000093,0,02,기타지역,2,58
6.50,2026000093,141.9559 ,06,2026000093,26,01,해당지역,1,4
-,2026000093,141.9559 ,06,2026000093,4,02,기타지역,1,4
-,2026000093,141.9559 ,06,2026000093,0,01,해당지역,2,4
-,2026000093,141.9559 ,06,2026000093,0,02,기타지역,2,4
1.10,2026000091,084.9587A,01,2026000091,250,01,해당지역,1,227
-,2026000091,084.9587A,01,2026000091,24,02,기타지역,1,227
-,2026000091,084.9587A,01,2026000091,38,01,해당지역,2,227
-,2026000091,084.9587A,01,2026000091,5,02,기타지역,2,227
(△89),2026000091,084.9965B,02,2026000091,28,01,해당지역,1,117
(△86),2026000091,084.9965B,02,2026000091,3,02,기타지역,1,117
(△73),2026000091,084.9965B,02,2026000091,13,01,해당지역,2,117
(△72),2026000091,084.9965B,02,2026000091,1,02,기타지역,2,117
(△31),2026000091,084.9625C,03,2026000091,46,01,해당지역,1,77
(△22),2026000091,084.9625C,03,2026000091,9,02,기타지역,1,77
(△5),2026000091,084.9625C,03,2026000091,17,01,해당지역,2,77
(△4),2026000091,084.9625C,03,2026000091,1,02,기타지역,2,77
(△30),2026000091,084.9538D,04,2026000091,12,01,해당지역,1,42
(△29),2026000091,084.9538D,04,2026000091,1,02,기타지역,1,42
(△26),2026000091,084.9538D,04,2026000091,3,01,해당지역,2,42
(△25),2026000091,084.9538D,04,2026000091,1,02,기타지역,2,42
(△9),2026000091,084.9531E,05,2026000091,6,01,해당지역,1,15
(△8),2026000091,084.9531E,05,2026000091,1,02,기타지역,1,15
(△1),2026000091,084.9531E,05,2026000091,7,01,해당지역,2,15
(△1),2026000091,084.9531E,05,2026000091,0,02,기타지역,2,15
1.77,2026000091,084.9923F,06,2026000091,23,01,해당지역,1,13
-,2026000091,084.9923F,06,2026000091,1,02,기타지역,1,13
-,2026000091,084.9923F,06,2026000091,4,01,해당지역,2,13
-,2026000091,084.9923F,06,2026000091,2,02,기타지역,2,13
(△236),2026000090,084.9587A,01,2026000090,183,01,해당지역,1,419
(△218),2026000090,084.9587A,01,2026000090,18,02,기타지역,1,419
(△166),2026000090,084.9587A,01,2026000090,52,01,해당지역,2,419
(△164),2026000090,084.9587A,01,2026000090,2,02,기타지역,2,419
(△90),2026000090,084.9965B,02,2026000090,4,01,해당지역,1,94
(△90),2026000090,084.9965B,02,2026000090,0,02,기타지역,1,94
(△87),2026000090,084.9965B,02,2026000090,3,01,해당지역,2,94
(△86),2026000090,084.9965B,02,2026000090,1,02,기타지역,2,94
(△140),2026000090,084.9625C,03,2026000090,44,01,해당지역,1,184
(△136),2026000090,084.9625C,03,2026000090,4,02,기타지역,1,184
(△120),2026000090,084.9625C,03,2026000090,16,01,해당지역,2,184
(△116),2026000090,084.9625C,03,2026000090,4,02,기타지역,2,184
(△95),2026000090,084.9538D,04,2026000090,4,01,해당지역,1,99
(△95),2026000090,084.9538D,04,2026000090,0,02,기타지역,1,99
(△95),2026000090,084.9538D,04,2026000090,0,01,해당지역,2,99
(△95),2026000090,084.9538D,04,2026000090,0,02,기타지역,2,99
1.00,2026000090,084.9531E,05,2026000090,10,01,해당지역,1,10
-,2026000090,084.9531E,05,2026000090,5,02,기타지역,1,10
-,2026000090,084.9531E,05,2026000090,3,01,해당지역,2,10
-,2026000090,084.9531E,05,2026000090,1,02,기타지역,2,10
3.56,2026000090,084.9923F,06,2026000090,32,01,해당지역,1,9
-,2026000090,084.9923F,06,2026000090,0,02,기타지역,1,9
-,2026000090,084.9923F,06,2026000090,7,01,해당지역,2,9
-,2026000090,084.9923F,06,2026000090,1,02,기타지역,2,9
1.79,2026000090,109.9697A,07,2026000090,75,01,해당지역,1,42
-,2026000090,109.9697A,07,2026000090,6,02,기타지역,1,42
-,2026000090,109.9697A,07,2026000090,15,01,해당지역,2,42
-,2026000090,109.9697A,07,2026000090,7,02,기타지역,2,42
(△104),2026000090,109.9474B,08,2026000090,30,01,해당지역,1,134
(△98),2026000090,109.9474B,08,2026000090,6,02,기타지역,1,134
(△80),2026000090,109.9474B,08,2026000090,18,01,해당지역,2,134
(△78),2026000090,109.9474B,08,2026000090,2,02,기타지역,2,134
(△11),2026000090,135.9436A,09,2026000090,19,01,해당지역,1,30
(△10),2026000090,135.9436A,09,2026000090,1,02,기타지역,1,30
(△4),2026000090,135.9436A,09,2026000090,6,01,해당지역,2,30
(△3),2026000090,135.9436A,09,2026000090,1,02,기타지역,2,30
(△5),2026000090,135.9282T,10,2026000090,1,01,해당지역,1,6
(△5),2026000090,135.9282T,10,2026000090,0,02,기타지역,1,6
(△3),2026000090,135.9282T,10,2026000090,2,01,해당지역,2,6
(△3),2026000090,135.9282T,10,2026000090,0,02,기타지역,2,6
(△14),2026000089,084.9828A,01,2026000089,79,01,해당지역,1,93
(△4),2026000089,084.9828A,01,2026000089,10,02,기타지역,1,93
4.25,2026000089,084.9828A,01,2026000089,17,01,해당지역,2,93
-,2026000089,084.9828A,01,2026000089,2,02,기타지역,2,93
(△69),2026000089,084.8256B,02,2026000089,9,01,해당지역,1,78
(△67),2026000089,084.8256B,02,2026000089,2,02,기타지역,1,78
(△66),2026000089,084.8256B,02,2026000089,1,01,해당지역,2,78
(△64),2026000089,084.8256B,02,2026000089,2,02,기타지역,2,78
(△170),2026000089,084.9271C,03,2026000089,59,01,해당지역,1,229
(△164),2026000089,084.9271C,03,2026000089,6,02,기타지역,1,229
(△149),2026000089,084.9271C,03,2026000089,15,01,해당지역,2,229
(△149),2026000089,084.9271C,03,2026000089,0,02,기타지역,2,229
(△14),2026000089,084.7928D,04,2026000089,1,01,해당지역,1,15
(△14),2026000089,084.7928D,04,2026000089,0,02,기타지역,1,15
(△10),2026000089,084.7928D,04,2026000089,4,01,해당지역,2,15
(△10),2026000089,084.7928D,04,2026000089,0,02,기타지역,2,15
(△65),2026000089,084.9839E,05,2026000089,16,01,해당지역,1,81
(△63),2026000089,084.9839E,05,2026000089,2,02,기타지역,1,81
(△59),2026000089,084.9839E,05,2026000089,4,01,해당지역,2,81
(△59),2026000089,084.9839E,05,2026000089,0,02,기타지역,2,81
(△65),2026000089,117.9680A,06,2026000089,12,01,해당지역,1,77
(△64),2026000089,117.9680A,06,2026000089,1,02,기타지역,1,77
(△63),2026000089,117.9680A,06,2026000089,1,01,해당지역,2,77
(△63),2026000089,117.9680A,06,2026000089,0,02,기타지역,2,77
(△39),2026000089,117.9647B,07,2026000089,2,01,해당지역,1,41
(△39),2026000089,117.9647B,07,2026000089,0,02,기타지역,1,41
(△38),2026000089,117.9647B,07,2026000089,1,01,해당지역,2,41
(△37),2026000089,117.9647B,07,2026000089,1,02,기타지역,2,41
(△111),2026000089,125.9243A,08,2026000089,7,01,해당지역,1,118
(△111),2026000089,125.9243A,08,2026000089,0,02,기타지역,1,118
(△106),2026000089,125.9243A,08,2026000089,5,01,해당지역,2,118
(△106),2026000089,125.9243A,08,2026000089,0,02,기타지역,2,118
(△90),2026000088,059.9671A,01,2026000088,1,01,해당지역,1,91
(△73),2026000088,059.9671A,01,2026000088,17,02,기타지역,1,91
(△73),2026000088,059.9671A,01,2026000088,0,01,해당지역,2,91
(△66),2026000088,059.9671A,01,2026000088,7,02,기타지역,2,91
(△73),2026000088,059.9960B,02,2026000088,0,01,해당지역,1,73
(△68),2026000088,059.9960B,02,2026000088,5,02,기타지역,1,73
(△67),2026000088,059.9960B,02,2026000088,1,01,해당지역,2,73
(△66),2026000088,059.9960B,02,2026000088,1,02,기타지역,2,73
(△59),2026000088,059.9759C,03,2026000088,1,01,해당지역,1,60
(△58),2026000088,059.9759C,03,2026000088,1,02,기타지역,1,60
(△57),2026000088,059.9759C,03,2026000088,1,01,해당지역,2,60
(△57),2026000088,059.9759C,03,2026000088,0,02,기타지역,2,60
(△112),2026000088,069.9865A,04,2026000088,0,01,해당지역,1,112
(△101),2026000088,069.9865A,04,2026000088,11,02,기타지역,1,112
(△101),2026000088,069.9865A,04,2026000088,0,01,해당지역,2,112
(△96),2026000088,069.9865A,04,2026000088,5,02,기타지역,2,112
(△32),2026000088,074.9936A,05,2026000088,1,01,해당지역,1,33
(△25),2026000088,074.9936A,05,2026000088,7,02,기타지역,1,33
(△25),2026000088,074.9936A,05,2026000088,0,01,해당지역,2,33
(△22),2026000088,074.9936A,05,2026000088,3,02,기타지역,2,33
(△44),2026000088,074.9980B,06,2026000088,1,01,해당지역,1,45
(△42),2026000088,074.9980B,06,2026000088,2,02,기타지역,1,45
(△42),2026000088,074.9980B,06,2026000088,0,01,해당지역,2,45
(△41),2026000088,074.9980B,06,2026000088,1,02,기타지역,2,45
(△53),2026000088,084.9999A,07,2026000088,1,01,해당지역,1,54
(△41),2026000088,084.9999A,07,2026000088,12,02,기타지역,1,54
(△41),2026000088,084.9999A,07,2026000088,0,01,해당지역,2,54
(△37),2026000088,084.9999A,07,2026000088,4,02,기타지역,2,54
(△42),2026000088,084.9989B,08,2026000088,1,01,해당지역,1,43
(△41),2026000088,084.9989B,08,2026000088,1,02,기타지역,1,43
(△41),2026000088,084.9989B,08,2026000088,0,01,해당지역,2,43
(△39),2026000088,084.9989B,08,2026000088,2,02,기타지역,2,43
16.71,2026000087,084.9904A,01,2026000087,4110,01,해당지역,1,246
-,2026000087,084.9904A,01,2026000087,142,02,기타지역,1,246
-,2026000087,084.9904A,01,2026000087,0,01,해당지역,2,246
-,2026000087,084.9904A,01,2026000087,0,02,기타지역,2,246
3.04,2026000087,084.9263B,02,2026000087,386,01,해당지역,1,127
-,2026000087,084.9263B,02,2026000087,21,02,기타지역,1,127
-,2026000087,084.9263B,02,2026000087,294,01,해당지역,2,127
-,2026000087,084.9263B,02,2026000087,17,02,기타지역,2,127
2.83,2026000087,084.9403C,03,2026000087,391,01,해당지역,1,138
-,2026000087,084.9403C,03,2026000087,6,02,기타지역,1,138
-,2026000087,084.9403C,03,2026000087,164,01,해당지역,2,138
-,2026000087,084.9403C,03,2026000087,4,02,기타지역,2,138
3.73,2026000087,114.9039A,04,2026000087,1107,01,해당지역,1,297
-,2026000087,114.9039A,04,2026000087,21,02,기타지역,1,297
-,2026000087,114.9039A,04,2026000087,172,01,해당지역,2,297
-,2026000087,114.9039A,04,2026000087,8,02,기타지역,2,297
1.31,2026000087,114.9508B,05,2026000087,134,01,해당지역,1,102
-,2026000087,114.9508B,05,2026000087,3,02,기타지역,1,102
-,2026000087,114.9508B,05,2026000087,26,01,해당지역,2,102
-,2026000087,114.9508B,05,2026000087,3,02,기타지역,2,102
2.38,2026000087,114.7078C,06,2026000087,250,01,해당지역,1,105
-,2026000087,114.7078C,06,2026000087,1,02,기타지역,1,105
-,2026000087,114.7078C,06,2026000087,34,01,해당지역,2,105
-,2026000087,114.7078C,06,2026000087,1,02,기타지역,2,105
(△395),2026000086,072.7578A,01,2026000086,79,01,해당지역,1,474
(△376),2026000086,072.7578A,01,2026000086,19,02,기타지역,1,474
(△365),2026000086,072.7578A,01,2026000086,11,01,해당지역,2,474
(△362),2026000086,072.7578A,01,2026000086,3,02,기타지역,2,474
(△143),2026000086,072.8526B,02,2026000086,41,01,해당지역,1,184
(△135),2026000086,072.8526B,02,2026000086,8,02,기타지역,1,184
(△132),2026000086,072.8526B,02,2026000086,3,01,해당지역,2,184
(△130),2026000086,072.8526B,02,2026000086,2,02,기타지역,2,184
(△32),2026000086,072.8920C,03,2026000086,6,01,해당지역,1,38
(△32),2026000086,072.8920C,03,2026000086,0,02,기타지역,1,38
(△32),2026000086,072.8920C,03,2026000086,0,01,해당지역,2,38
(△32),2026000086,072.8920C,03,2026000086,0,02,기타지역,2,38
(△37),2026000086,072.8938D,04,2026000086,1,01,해당지역,1,38
(△36),2026000086,072.8938D,04,2026000086,1,02,기타지역,1,38
(△36),2026000086,072.8938D,04,2026000086,0,01,해당지역,2,38
(△36),2026000086,072.8938D,04,2026000086,0,02,기타지역,2,38
(△4),2026000086,084.9631A,05,2026000086,170,01,해당지역,1,174
12.75,2026000086,084.9631A,05,2026000086,51,02,기타지역,1,174
-,2026000086,084.9631A,05,2026000086,38,01,해당지역,2,174
-,2026000086,084.9631A,05,2026000086,11,02,기타지역,2,174
9.94,2026000086,084.9637B,06,2026000086,477,01,해당지역,1,48
-,2026000086,084.9637B,06,2026000086,52,02,기타지역,1,48
-,2026000086,084.9637B,06,2026000086,0,01,해당지역,2,48
-,2026000086,084.9637B,06,2026000086,0,02,기타지역,2,48
(△65),2026000086,084.9789C,07,2026000086,45,01,해당지역,1,110
(△51),2026000086,084.9789C,07,2026000086,14,02,기타지역,1,110
(△42),2026000086,084.9789C,07,2026000086,9,01,해당지역,2,110
(△37),2026000086,084.9789C,07,2026000086,5,02,기타지역,2,110
(△18),2026000086,084.9924D,08,2026000086,18,01,해당지역,1,36
(△15),2026000086,084.9924D,08,2026000086,3,02,기타지역,1,36
(△6),2026000086,084.9924D,08,2026000086,9,01,해당지역,2,36
(△4),2026000086,084.9924D,08,2026000086,2,02,기타지역,2,36
1.60,2026000086,095.7927A,09,2026000086,361,01,해당지역,1,226
