CMPET_RATE,HOUSE_MANAGE_NO,HOUSE_TY,MODEL_NO,PBLANC_NO,REQ_CNT,RESIDE_SECD,RESIDE_SENM,SUBSCRPT_RANK_CODE,SUPLY_HSHLDCO
16.50,2021000205,109.5859B,09,2021000205,33,02,기타지역,1,41
-,2021000205,109.5859B,09,2021000205,161,01,해당지역,2,41
-,2021000205,109.5859B,09,2021000205,37,02,기타지역,2,41
21.00,2021000205,161.3520P,10,2021000205,21,01,해당지역,1,1
-,2021000205,161.3520P,10,2021000205,0,02,기타지역,1,1
-,2021000205,161.3520P,10,2021000205,0,01,해당지역,2,1
-,2021000205,161.3520P,10,2021000205,0,02,기타지역,2,1
26.00,2021000205,172.1926P,11,2021000205,26,01,해당지역,1,1
-,2021000205,172.1926P,11,2021000205,0,02,기타지역,1,1
-,2021000205,172.1926P,11,2021000205,0,01,해당지역,2,1
-,2021000205,172.1926P,11,2021000205,0,02,기타지역,2,1
(△20),2021000200,049.9400A,01,2021000200,0,01,해당지역,1,20
(△20),2021000200,049.9400A,01,2021000200,0,02,기타지역,1,20
(△20),2021000200,049.9400A,01,2021000200,0,01,해당지역,2,20
(△20),2021000200,049.9400A,01,2021000200,0,02,기타지역,2,20
(△20),2021000200,049.2200B,02,2021000200,0,01,해당지역,1,20
(△20),2021000200,049.2200B,02,2021000200,0,02,기타지역,1,20
(△20),2021000200,049.2200B,02,2021000200,0,01,해당지역,2,20
(△20),2021000200,049.2200B,02,2021000200,0,02,기타지역,2,20
(△19),2021000200,049.9100C,03,2021000200,1,01,해당지역,1,20
(△19),2021000200,049.9100C,03,2021000200,0,02,기타지역,1,20
(△19),2021000200,049.9100C,03,2021000200,0,01,해당지역,2,20
(△19),2021000200,049.9100C,03,2021000200,0,02,기타지역,2,20
(△36),2021000200,059.9000A,04,2021000200,4,01,해당지역,1,40
(△34),2021000200,059.9000A,04,2021000200,2,02,기타지역,1,40
(△27),2021000200,059.9000A,04,2021000200,7,01,해당지역,2,40
(△26),2021000200,059.9000A,04,2021000200,1,02,기타지역,2,40
(△20),2021000200,059.7700B,05,2021000200,0,01,해당지역,1,20
(△20),2021000200,059.7700B,05,2021000200,0,02,기타지역,1,20
(△20),2021000200,059.7700B,05,2021000200,0,01,해당지역,2,20
(△20),2021000200,059.7700B,05,2021000200,0,02,기타지역,2,20
2.00,2021000200,082.1600 ,06,2021000200,2,01,해당지역,1,1
-,2021000200,082.1600 ,06,2021000200,0,02,기타지역,1,1
-,2021000200,082.1600 ,06,2021000200,0,01,해당지역,2,1
-,2021000200,082.1600 ,06,2021000200,0,02,기타지역,2,1
(△9),2021000200,084.4800A,07,2021000200,11,01,해당지역,1,20
(△5),2021000200,084.4800A,07,2021000200,4,02,기타지역,1,20
(△1),2021000200,084.4800A,07,2021000200,4,01,해당지역,2,20
2.00,2021000200,084.4800A,07,2021000200,2,02,기타지역,2,20
(△6),2021000200,084.9600B,08,2021000200,14,01,해당지역,1,20
(△5),2021000200,084.9600B,08,2021000200,1,02,기타지역,1,20
2.00,2021000200,084.9600B,08,2021000200,10,01,해당지역,2,20
-,2021000200,084.9600B,08,2021000200,2,02,기타지역,2,20
(△20),2021000200,084.4700C,09,2021000200,0,01,해당지역,1,20
(△20),2021000200,084.4700C,09,2021000200,0,02,기타지역,1,20
(△20),2021000200,084.4700C,09,2021000200,0,01,해당지역,2,20
(△20),2021000200,084.4700C,09,2021000200,0,02,기타지역,2,20
(△15),2021000200,084.4700D,10,2021000200,4,01,해당지역,1,19
(△15),2021000200,084.4700D,10,2021000200,0,02,기타지역,1,19
(△13),2021000200,084.4700D,10,2021000200,2,01,해당지역,2,19
(△11),2021000200,084.4700D,10,2021000200,2,02,기타지역,2,19
1.00,2021000200,088.5400A,11,2021000200,1,01,해당지역,1,1
-,2021000200,088.5400A,11,2021000200,1,02,기타지역,1,1
-,2021000200,088.5400A,11,2021000200,0,01,해당지역,2,1
-,2021000200,088.5400A,11,2021000200,0,02,기타지역,2,1
1.00,2021000200,088.8700B,12,2021000200,1,01,해당지역,1,1
-,2021000200,088.8700B,12,2021000200,0,02,기타지역,1,1
-,2021000200,088.8700B,12,2021000200,1,01,해당지역,2,1
-,2021000200,088.8700B,12,2021000200,0,02,기타지역,2,1
4.00,2021000200,093.6800 ,13,2021000200,4,01,해당지역,1,1
-,2021000200,093.6800 ,13,2021000200,1,02,기타지역,1,1
-,2021000200,093.6800 ,13,2021000200,0,01,해당지역,2,1
-,2021000200,093.6800 ,13,2021000200,0,02,기타지역,2,1
(△1),2021000200,118.6900 ,14,2021000200,0,01,해당지역,1,1
1.00,2021000200,118.6900 ,14,2021000200,1,02,기타지역,1,1
-,2021000200,118.6900 ,14,2021000200,1,01,해당지역,2,1
-,2021000200,118.6900 ,14,2021000200,0,02,기타지역,2,1
2.00,2021000200,128.8200 ,15,2021000200,2,01,해당지역,1,1
-,2021000200,128.8200 ,15,2021000200,1,02,기타지역,1,1
-,2021000200,128.8200 ,15,2021000200,0,01,해당지역,2,1
-,2021000200,128.8200 ,15,2021000200,0,02,기타지역,2,1
(△453),2021000197,059.9177 ,01,2021000197,92,01,해당지역,1,545
(△301),2021000197,059.9177 ,01,2021000197,152,02,기타지역,1,545
(△213),2021000197,059.9177 ,01,2021000197,88,01,해당지역,2,545
1.49,2021000197,059.9177 ,01,2021000197,318,02,기타지역,2,545
(△364),2021000197,075.9331 ,02,2021000197,136,01,해당지역,1,500
(△100),2021000197,075.9331 ,02,2021000197,264,02,기타지역,1,500
3.69,2021000197,075.9331 ,02,2021000197,369,01,해당지역,2,500
-,2021000197,075.9331 ,02,2021000197,1101,02,기타지역,2,500
1.34,2021000197,084.9610A,03,2021000197,578,01,해당지역,1,431
-,2021000197,084.9610A,03,2021000197,922,02,기타지역,1,431
-,2021000197,084.9610A,03,2021000197,0,01,해당지역,2,431
-,2021000197,084.9610A,03,2021000197,0,02,기타지역,2,431
1.22,2021000197,084.9647B,04,2021000197,550,01,해당지역,1,449
-,2021000197,084.9647B,04,2021000197,867,02,기타지역,1,449
-,2021000197,084.9647B,04,2021000197,0,01,해당지역,2,449
-,2021000197,084.9647B,04,2021000197,0,02,기타지역,2,449
(△46),2021000197,084.9855C,05,2021000197,471,01,해당지역,1,517
15.96,2021000197,084.9855C,05,2021000197,734,02,기타지역,1,517
-,2021000197,084.9855C,05,2021000197,0,01,해당지역,2,517
-,2021000197,084.9855C,05,2021000197,0,02,기타지역,2,517
(△60),2021000197,084.9831D,06,2021000197,464,01,해당지역,1,524
10.15,2021000197,084.9831D,06,2021000197,609,02,기타지역,1,524
-,2021000197,084.9831D,06,2021000197,0,01,해당지역,2,524
-,2021000197,084.9831D,06,2021000197,0,02,기타지역,2,524
49.20,2021000189,084.9840A,01,2021000189,738,01,해당지역,1,30
129.67,2021000189,084.9840A,01,2021000189,1222,02,기타지역,1,30
-,2021000189,084.9840A,01,2021000189,0,01,해당지역,2,30
-,2021000189,084.9840A,01,2021000189,0,02,기타지역,2,30
31.28,2021000189,084.9060B,02,2021000189,907,01,해당지역,1,58
83.03,2021000189,084.9060B,02,2021000189,1530,02,기타지역,1,58
-,2021000189,084.9060B,02,2021000189,0,01,해당지역,2,58
-,2021000189,084.9060B,02,2021000189,0,02,기타지역,2,58
43.40,2021000189,084.9811C,03,2021000189,1823,01,해당지역,1,84
115.88,2021000189,084.9811C,03,2021000189,3086,02,기타지역,1,84
-,2021000189,084.9811C,03,2021000189,0,01,해당지역,2,84
-,2021000189,084.9811C,03,2021000189,0,02,기타지역,2,84
50.38,2021000189,084.9679D,04,2021000189,403,01,해당지역,1,15
156.86,2021000189,084.9679D,04,2021000189,703,02,기타지역,1,15
-,2021000189,084.9679D,04,2021000189,0,01,해당지역,2,15
-,2021000189,084.9679D,04,2021000189,0,02,기타지역,2,15
49.63,2021000189,084.9967E,05,2021000189,397,01,해당지역,1,15
161.57,2021000189,084.9967E,05,2021000189,742,02,기타지역,1,15
-,2021000189,084.9967E,05,2021000189,0,01,해당지역,2,15
-,2021000189,084.9967E,05,2021000189,0,02,기타지역,2,15
1.04,2021000186,069.5337A,01,2021000186,50,01,해당지역,1,48
-,2021000186,069.5337A,01,2021000186,3,02,기타지역,1,48
-,2021000186,069.5337A,01,2021000186,34,01,해당지역,2,48
-,2021000186,069.5337A,01,2021000186,14,02,기타지역,2,48
2.55,2021000186,069.5337B,02,2021000186,51,01,해당지역,1,20
-,2021000186,069.5337B,02,2021000186,4,02,기타지역,1,20
-,2021000186,069.5337B,02,2021000186,0,01,해당지역,2,20
-,2021000186,069.5337B,02,2021000186,0,02,기타지역,2,20
(△4),2021000186,154.8302 ,03,2021000186,8,01,해당지역,1,12
(△3),2021000186,154.8302 ,03,2021000186,1,02,기타지역,1,12
2.33,2021000186,154.8302 ,03,2021000186,7,01,해당지역,2,12
-,2021000186,154.8302 ,03,2021000186,2,02,기타지역,2,12
8.38,2021000182,084.9418A,01,2021000182,218,01,해당지역,1,26
-,2021000182,084.9418A,01,2021000182,5,02,기타지역,1,26
-,2021000182,084.9418A,01,2021000182,0,01,해당지역,2,26
-,2021000182,084.9418A,01,2021000182,0,02,기타지역,2,26
5.85,2021000182,084.9769B,02,2021000182,117,01,해당지역,1,20
-,2021000182,084.9769B,02,2021000182,5,02,기타지역,1,20
-,2021000182,084.9769B,02,2021000182,0,01,해당지역,2,20
-,2021000182,084.9769B,02,2021000182,0,02,기타지역,2,20
5.00,2021000182,084.9665C,03,2021000182,100,01,해당지역,1,20
-,2021000182,084.9665C,03,2021000182,5,02,기타지역,1,20
-,2021000182,084.9665C,03,2021000182,0,01,해당지역,2,20
-,2021000182,084.9665C,03,2021000182,0,02,기타지역,2,20
6.32,2021000182,084.9651D,04,2021000182,177,01,해당지역,1,28
-,2021000182,084.9651D,04,2021000182,5,02,기타지역,1,28
-,2021000182,084.9651D,04,2021000182,0,01,해당지역,2,28
-,2021000182,084.9651D,04,2021000182,0,02,기타지역,2,28
10.50,2021000182,145.6847 ,05,2021000182,21,01,해당지역,1,2
-,2021000182,145.6847 ,05,2021000182,0,02,기타지역,1,2
-,2021000182,145.6847 ,05,2021000182,0,01,해당지역,2,2
-,2021000182,145.6847 ,05,2021000182,0,02,기타지역,2,2
5.00,2021000182,154.5837 ,06,2021000182,30,01,해당지역,1,6
-,2021000182,154.5837 ,06,2021000182,2,02,기타지역,1,6
-,2021000182,154.5837 ,06,2021000182,0,01,해당지역,2,6
-,2021000182,154.5837 ,06,2021000182,0,02,기타지역,2,6
49.00,2021000181,084.9418A,01,2021000181,1274,01,해당지역,1,26
-,2021000181,084.9418A,01,2021000181,28,02,기타지역,1,26
-,2021000181,084.9418A,01,2021000181,0,01,해당지역,2,26
-,2021000181,084.9418A,01,2021000181,0,02,기타지역,2,26
11.85,2021000181,084.9769B,02,2021000181,237,01,해당지역,1,20
-,2021000181,084.9769B,02,2021000181,12,02,기타지역,1,20
-,2021000181,084.9769B,02,2021000181,0,01,해당지역,2,20
-,2021000181,084.9769B,02,2021000181,0,02,기타지역,2,20
4.50,2021000181,084.9665C,03,2021000181,90,01,해당지역,1,20
-,2021000181,084.9665C,03,2021000181,6,02,기타지역,1,20
-,2021000181,084.9665C,03,2021000181,0,01,해당지역,2,20
-,2021000181,084.9665C,03,2021000181,0,02,기타지역,2,20
11.75,2021000181,084.9651D,04,2021000181,329,01,해당지역,1,28
-,2021000181,084.9651D,04,2021000181,4,02,기타지역,1,28
-,2021000181,084.9651D,04,2021000181,0,01,해당지역,2,28
-,2021000181,084.9651D,04,2021000181,0,02,기타지역,2,28
33.50,2021000181,145.6847 ,05,2021000181,67,01,해당지역,1,2
-,2021000181,145.6847 ,05,2021000181,1,02,기타지역,1,2
-,2021000181,145.6847 ,05,2021000181,0,01,해당지역,2,2
-,2021000181,145.6847 ,05,2021000181,0,02,기타지역,2,2
10.83,2021000181,154.5837 ,06,2021000181,65,01,해당지역,1,6
-,2021000181,154.5837 ,06,2021000181,4,02,기타지역,1,6
-,2021000181,154.5837 ,06,2021000181,0,01,해당지역,2,6
-,2021000181,154.5837 ,06,2021000181,0,02,기타지역,2,6
2.39,2021000175,084.9740A,01,2021000175,549,01,해당지역,1,230
-,2021000175,084.9740A,01,2021000175,138,02,기타지역,1,230
-,2021000175,084.9740A,01,2021000175,300,01,해당지역,2,230
-,2021000175,084.9740A,01,2021000175,111,02,기타지역,2,230
2.24,2021000175,084.8824B,02,2021000175,110,01,해당지역,1,49
-,2021000175,084.8824B,02,2021000175,31,02,기타지역,1,49
-,2021000175,084.8824B,02,2021000175,79,01,해당지역,2,49
-,2021000175,084.8824B,02,2021000175,31,02,기타지역,2,49
13.32,2021000171,059.8352A,01,2021000171,626,01,해당지역,1,47
-,2021000171,059.8352A,01,2021000171,0,02,기타지역,1,47
-,2021000171,059.8352A,01,2021000171,0,01,해당지역,2,47
-,2021000171,059.8352A,01,2021000171,0,02,기타지역,2,47
7.59,2021000171,059.9209B,02,2021000171,167,01,해당지역,1,22
-,2021000171,059.9209B,02,2021000171,0,02,기타지역,1,22
-,2021000171,059.9209B,02,2021000171,0,01,해당지역,2,22
-,2021000171,059.9209B,02,2021000171,0,02,기타지역,2,22
5.46,2021000171,059.9759C,03,2021000171,153,01,해당지역,1,28
-,2021000171,059.9759C,03,2021000171,0,02,기타지역,1,28
-,2021000171,059.9759C,03,2021000171,0,01,해당지역,2,28
-,2021000171,059.9759C,03,2021000171,0,02,기타지역,2,28
38.72,2021000171,084.9302 ,04,2021000171,1239,01,해당지역,1,32
-,2021000171,084.9302 ,04,2021000171,0,02,기타지역,1,32
-,2021000171,084.9302 ,04,2021000171,0,01,해당지역,2,32
-,2021000171,084.9302 ,04,2021000171,0,02,기타지역,2,32
3.96,2021000170,065.7254 ,01,2021000170,222,01,해당지역,1,56
-,2021000170,065.7254 ,01,2021000170,221,02,기타지역,1,56
-,2021000170,065.7254 ,01,2021000170,0,01,해당지역,2,56
-,2021000170,065.7254 ,01,2021000170,0,02,기타지역,2,56
34.18,2021000170,084.8649A,02,2021000170,2051,01,해당지역,1,60
-,2021000170,084.8649A,02,2021000170,0,02,기타지역,1,60
-,2021000170,084.8649A,02,2021000170,0,01,해당지역,2,60
-,2021000170,084.8649A,02,2021000170,0,02,기타지역,2,60
12.27,2021000170,084.7518B,03,2021000170,724,01,해당지역,1,59
-,2021000170,084.7518B,03,2021000170,0,02,기타지역,1,59
-,2021000170,084.7518B,03,2021000170,0,01,해당지역,2,59
-,2021000170,084.7518B,03,2021000170,0,02,기타지역,2,59
15.91,2021000170,084.8649C,04,2021000170,509,01,해당지역,1,32
-,2021000170,084.8649C,04,2021000170,0,02,기타지역,1,32
-,2021000170,084.8649C,04,2021000170,0,01,해당지역,2,32
-,2021000170,084.8649C,04,2021000170,0,02,기타지역,2,32
3.32,2021000170,136.8394A,05,2021000170,484,01,해당지역,1,146
-,2021000170,136.8394A,05,2021000170,45,02,기타지역,1,146
-,2021000170,136.8394A,05,2021000170,619,01,해당지역,2,146
-,2021000170,136.8394A,05,2021000170,88,02,기타지역,2,146
1.70,2021000170,136.6868B,06,2021000170,250,01,해당지역,1,147
-,2021000170,136.6868B,06,2021000170,26,02,기타지역,1,147
-,2021000170,136.6868B,06,2021000170,434,01,해당지역,2,147
-,2021000170,136.6868B,06,2021000170,59,02,기타지역,2,147
(△122),2021000169,084.9700A,01,2021000169,0,01,해당지역,1,122
(△121),2021000169,084.9700A,01,2021000169,1,02,기타지역,1,122
(△120),2021000169,084.9700A,01,2021000169,1,01,해당지역,2,122
(△120),2021000169,084.9700A,01,2021000169,0,02,기타지역,2,122
(△30),2021000169,084.9600B,02,2021000169,0,01,해당지역,1,30
(△30),2021000169,084.9600B,02,2021000169,0,02,기타지역,1,30
(△30),2021000169,084.9600B,02,2021000169,0,01,해당지역,2,30
(△30),2021000169,084.9600B,02,2021000169,0,02,기타지역,2,30
(△1),2021000169,084.9600C,03,2021000169,0,01,해당지역,1,1
(△1),2021000169,084.9600C,03,2021000169,0,02,기타지역,1,1
(△1),2021000169,084.9600C,03,2021000169,0,01,해당지역,2,1
(△1),2021000169,084.9600C,03,2021000169,0,02,기타지역,2,1
(△1),2021000169,084.9600D,04,2021000169,0,01,해당지역,1,1
(△1),2021000169,084.9600D,04,2021000169,0,02,기타지역,1,1
(△1),2021000169,084.9600D,04,2021000169,0,01,해당지역,2,1
(△1),2021000169,084.9600D,04,2021000169,0,02,기타지역,2,1
(△1),2021000169,084.9600E,05,2021000169,0,01,해당지역,1,1
(△1),2021000169,084.9600E,05,2021000169,0,02,기타지역,1,1
(△1),2021000169,084.9600E,05,2021000169,0,01,해당지역,2,1
(△1),2021000169,084.9600E,05,2021000169,0,02,기타지역,2,1
(△27),2021000169,084.6400F,06,2021000169,1,01,해당지역,1,28
(△27),2021000169,084.6400F,06,2021000169,0,02,기타지역,1,28
(△26),2021000169,084.6400F,06,2021000169,1,01,해당지역,2,28
(△26),2021000169,084.6400F,06,2021000169,0,02,기타지역,2,28
15.50,2021000167,076.8794 ,01,2021000167,744,01,해당지역,1,96
37.54,2021000167,076.8794 ,01,2021000167,1106,02,기타지역,1,96
-,2021000167,076.8794 ,01,2021000167,0,01,해당지역,2,96
-,2021000167,076.8794 ,01,2021000167,0,02,기타지역,2,96
20.66,2021000167,084.9559A,02,2021000167,2293,01,해당지역,1,222
46.39,2021000167,084.9559A,02,2021000167,2967,02,기타지역,1,222
-,2021000167,084.9559A,02,2021000167,0,01,해당지역,2,222
-,2021000167,084.9559A,02,2021000167,0,02,기타지역,2,222
32.33,2021000167,084.9886B,03,2021000167,582,01,해당지역,1,36
82.89,2021000167,084.9886B,03,2021000167,928,02,기타지역,1,36
-,2021000167,084.9886B,03,2021000167,0,01,해당지역,2,36
-,2021000167,084.9886B,03,2021000167,0,02,기타지역,2,36
14.05,2021000167,102.7897A,04,2021000167,1377,01,해당지역,1,196
52.66,2021000167,102.7897A,04,2021000167,3882,02,기타지역,1,196
-,2021000167,102.7897A,04,2021000167,0,01,해당지역,2,196
-,2021000167,102.7897A,04,2021000167,0,02,기타지역,2,196
12.14,2021000167,102.7097B,05,2021000167,801,01,해당지역,1,131
45.58,2021000167,102.7097B,05,2021000167,2228,02,기타지역,1,131
-,2021000167,102.7097B,05,2021000167,0,01,해당지역,2,131
-,2021000167,102.7097B,05,2021000167,0,02,기타지역,2,131
3.62,2021000166,047.7000 ,01,2021000166,47,01,해당지역,1,13
-,2021000166,047.7000 ,01,2021000166,2126,02,기타지역,1,13
-,2021000166,047.7000 ,01,2021000166,0,01,해당지역,2,13
-,2021000166,047.7000 ,01,2021000166,0,02,기타지역,2,13
9.39,2021000166,059.7900A,02,2021000166,826,01,해당지역,1,88
-,2021000166,059.7900A,02,2021000166,0,02,기타지역,1,88
-,2021000166,059.7900A,02,2021000166,0,01,해당지역,2,88
-,2021000166,059.7900A,02,2021000166,0,02,기타지역,2,88
7.57,2021000166,059.7900B,03,2021000166,174,01,해당지역,1,23
-,2021000166,059.7900B,03,2021000166,0,02,기타지역,1,23
-,2021000166,059.7900B,03,2021000166,0,01,해당지역,2,23
-,2021000166,059.7900B,03,2021000166,0,02,기타지역,2,23
36.50,2021000166,074.5100 ,04,2021000166,219,01,해당지역,1,6
-,2021000166,074.5100 ,04,2021000166,0,02,기타지역,1,6
-,2021000166,074.5100 ,04,2021000166,0,01,해당지역,2,6
-,2021000166,074.5100 ,04,2021000166,0,02,기타지역,2,6
36.00,2021000166,077.4800 ,05,2021000166,216,01,해당지역,1,6
-,2021000166,077.4800 ,05,2021000166,0,02,기타지역,1,6
-,2021000166,077.4800 ,05,2021000166,0,01,해당지역,2,6
-,2021000166,077.4800 ,05,2021000166,0,02,기타지역,2,6
507.00,2021000166,084.5800 ,06,2021000166,507,01,해당지역,1,1
-,2021000166,084.5800 ,06,2021000166,0,02,기타지역,1,1
-,2021000166,084.5800 ,06,2021000166,0,01,해당지역,2,1
-,2021000166,084.5800 ,06,2021000166,0,02,기타지역,2,1
1.72,2021000165,059.9569A,01,2021000165,191,01,해당지역,1,111
-,2021000165,059.9569A,01,2021000165,19,02,기타지역,1,111
-,2021000165,059.9569A,01,2021000165,44,01,해당지역,2,111
-,2021000165,059.9569A,01,2021000165,10,02,기타지역,2,111
3.52,2021000165,059.9879B,02,2021000165,169,01,해당지역,1,48
-,2021000165,059.9879B,02,2021000165,4,02,기타지역,1,48
-,2021000165,059.9879B,02,2021000165,38,01,해당지역,2,48
-,2021000165,059.9879B,02,2021000165,8,02,기타지역,2,48
1.35,2021000165,074.9156A,03,2021000165,161,01,해당지역,1,119
-,2021000165,074.9156A,03,2021000165,10,02,기타지역,1,119
-,2021000165,074.9156A,03,2021000165,92,01,해당지역,2,119
-,2021000165,074.9156A,03,2021000165,14,02,기타지역,2,119
2.62,2021000165,074.9801B,04,2021000165,280,01,해당지역,1,107
-,2021000165,074.9801B,04,2021000165,18,02,기타지역,1,107
-,2021000165,074.9801B,04,2021000165,131,01,해당지역,2,107
-,2021000165,074.9801B,04,2021000165,13,02,기타지역,2,107
4.37,2021000165,084.9873A,05,2021000165,712,01,해당지역,1,163
-,2021000165,084.9873A,05,2021000165,88,02,기타지역,1,163
-,2021000165,084.9873A,05,2021000165,0,01,해당지역,2,163
-,2021000165,084.9873A,05,2021000165,0,02,기타지역,2,163
5.36,2021000165,084.9882B,06,2021000165,434,01,해당지역,1,81
-,2021000165,084.9882B,06,2021000165,37,02,기타지역,1,81
-,2021000165,084.9882B,06,2021000165,0,01,해당지역,2,81
-,2021000165,084.9882B,06,2021000165,0,02,기타지역,2,81
(△108),2021000164,075.2470 ,01,2021000164,73,01,해당지역,1,181
(△79),2021000164,075.2470 ,01,2021000164,29,02,기타지역,1,181
1.44,2021000164,075.2470 ,01,2021000164,114,01,해당지역,2,181
-,2021000164,075.2470 ,01,2021000164,27,02,기타지역,2,181
1.30,2021000164,084.7229A,02,2021000164,135,01,해당지역,1,104
-,2021000164,084.7229A,02,2021000164,48,02,기타지역,1,104
-,2021000164,084.7229A,02,2021000164,85,01,해당지역,2,104
-,2021000164,084.7229A,02,2021000164,28,02,기타지역,2,104
1.26,2021000164,084.8842B,03,2021000164,54,01,해당지역,1,43
-,2021000164,084.8842B,03,2021000164,19,02,기타지역,1,43
-,2021000164,084.8842B,03,2021000164,75,01,해당지역,2,43
-,2021000164,084.8842B,03,2021000164,23,02,기타지역,2,43
(△8),2021000163,073.9050A,01,2021000163,16,01,해당지역,1,24
(△2),2021000163,073.9050A,01,2021000163,6,02,기타지역,1,24
9.00,2021000163,073.9050A,01,2021000163,18,01,해당지역,2,24
-,2021000163,073.9050A,01,2021000163,7,02,기타지역,2,24
2.35,2021000163,073.9050C,02,2021000163,54,01,해당지역,1,23
-,2021000163,073.9050C,02,2021000163,8,02,기타지역,1,23
-,2021000163,073.9050C,02,2021000163,0,01,해당지역,2,23
-,2021000163,073.9050C,02,2021000163,0,02,기타지역,2,23
(△21),2021000163,076.5600B,03,2021000163,23,01,해당지역,1,44
(△13),2021000163,076.5600B,03,2021000163,8,02,기타지역,1,44
1.38,2021000163,076.5600B,03,2021000163,18,01,해당지역,2,44
-,2021000163,076.5600B,03,2021000163,8,02,기타지역,2,44
1.18,2021000163,083.1750A,04,2021000163,20,01,해당지역,1,17
-,2021000163,083.1750A,04,2021000163,3,02,기타지역,1,17
-,2021000163,083.1750A,04,2021000163,18,01,해당지역,2,17
-,2021000163,083.1750A,04,2021000163,4,02,기타지역,2,17
12.09,2021000163,083.1750C,05,2021000163,133,01,해당지역,1,11
-,2021000163,083.1750C,05,2021000163,33,02,기타지역,1,11
-,2021000163,083.1750C,05,2021000163,0,01,해당지역,2,11
-,2021000163,083.1750C,05,2021000163,0,02,기타지역,2,11
1.06,2021000163,084.7710B,06,2021000163,34,01,해당지역,1,32
-,2021000163,084.7710B,06,2021000163,8,02,기타지역,1,32
-,2021000163,084.7710B,06,2021000163,15,01,해당지역,2,32
-,2021000163,084.7710B,06,2021000163,6,02,기타지역,2,32
(△6),2021000163,107.0940A,07,2021000163,2,01,해당지역,1,8
(△5),2021000163,107.0940A,07,2021000163,1,02,기타지역,1,8
(△2),2021000163,107.0940A,07,2021000163,3,01,해당지역,2,8
1.00,2021000163,107.0940A,07,2021000163,2,02,기타지역,2,8
5.25,2021000163,107.0940C,08,2021000163,42,01,해당지역,1,8
-,2021000163,107.0940C,08,2021000163,8,02,기타지역,1,8
-,2021000163,107.0940C,08,2021000163,0,01,해당지역,2,8
-,2021000163,107.0940C,08,2021000163,0,02,기타지역,2,8
(△12),2021000163,109.9900B,09,2021000163,4,01,해당지역,1,16
(△8),2021000163,109.9900B,09,2021000163,4,02,기타지역,1,16
1.13,2021000163,109.9900B,09,2021000163,9,01,해당지역,2,16
-,2021000163,109.9900B,09,2021000163,3,02,기타지역,2,16
52.69,2021000159,084.9671A,01,2021000159,685,01,해당지역,1,42
87.76,2021000159,084.9671A,01,2021000159,572,02,기타지역,1,42
159.88,2021000159,084.9671A,01,2021000159,607,03,기타경기,1,42
-,2021000159,084.9671A,01,2021000159,0,01,해당지역,2,42
-,2021000159,084.9671A,01,2021000159,0,02,기타지역,2,42
-,2021000159,084.9671A,01,2021000159,0,03,기타경기,2,42
34.86,2021000159,084.9951C,02,2021000159,488,01,해당지역,1,46
66.61,2021000159,084.9951C,02,2021000159,622,02,기타지역,1,46
102.11,2021000159,084.9951C,02,2021000159,445,03,기타경기,1,46
-,2021000159,084.9951C,02,2021000159,0,01,해당지역,2,46
-,2021000159,084.9951C,02,2021000159,0,02,기타지역,2,46
-,2021000159,084.9951C,02,2021000159,0,03,기타경기,2,46
23.17,2021000159,110.8359A,03,2021000159,139,01,해당지역,1,19
71.11,2021000159,110.8359A,03,2021000159,195,02,기타지역,1,19
112.25,2021000159,110.8359A,03,2021000159,316,03,기타경기,1,19
-,2021000159,110.8359A,03,2021000159,0,01,해당지역,2,19
-,2021000159,110.8359A,03,2021000159,0,02,기타지역,2,19
-,2021000159,110.8359A,03,2021000159,0,03,기타경기,2,19
32.00,2021000159,110.8397B,04,2021000159,192,01,해당지역,1,19
78.00,2021000159,110.8397B,04,2021000159,202,02,기타지역,1,19
126.00,2021000159,110.8397B,04,2021000159,318,03,기타경기,1,19
-,2021000159,110.8397B,04,2021000159,0,01,해당지역,2,19
-,2021000159,110.8397B,04,2021000159,0,02,기타지역,2,19
-,2021000159,110.8397B,04,2021000159,0,03,기타경기,2,19
28.83,2021000159,110.9898D,05,2021000159,346,01,해당지역,1,40
66.65,2021000159,110.9898D,05,2021000159,417,02,기타지역,1,40
115.50,2021000159,110.9898D,05,2021000159,590,03,기타경기,1,40
-,2021000159,110.9898D,05,2021000159,0,01,해당지역,2,40
-,2021000159,110.9898D,05,2021000159,0,02,기타지역,2,40
-,2021000159,110.9898D,05,2021000159,0,03,기타경기,2,40
39.39,2021000158,084.9671A,01,2021000158,906,01,해당지역,1,76
64.26,2021000158,084.9671A,01,2021000158,790,02,기타지역,1,76
111.13,2021000158,084.9671A,01,2021000158,784,03,기타경기,1,76
-,2021000158,084.9671A,01,2021000158,0,01,해당지역,2,76
-,2021000158,084.9671A,01,2021000158,0,02,기타지역,2,76
-,2021000158,084.9671A,01,2021000158,0,03,기타경기,2,76
22.26,2021000158,084.9951C,02,2021000158,512,01,해당지역,1,76
42.18,2021000158,084.9951C,02,2021000158,642,02,기타지역,1,76
65.07,2021000158,084.9951C,02,2021000158,487,03,기타경기,1,76
-,2021000158,084.9951C,02,2021000158,0,01,해당지역,2,76
-,2021000158,084.9951C,02,2021000158,0,02,기타지역,2,76
-,2021000158,084.9951C,02,2021000158,0,03,기타경기,2,76
13.58,2021000158,110.8359A,03,2021000158,163,01,해당지역,1,40
