AVRG_SCORE,HOUSE_MANAGE_NO,HOUSE_TY,LWET_SCORE,MODEL_NO,PBLANC_NO,RESIDE_SECD,RESIDE_SENM,TOP_SCORE
-,2024000718,098.9375D,-,14,2024000718,01,해당지역,-
-,2024000718,098.9375D,-,14,2024000718,02,기타지역,-
-,2024000718,118.9048 ,-,15,2024000718,01,해당지역,-
-,2024000718,118.9048 ,-,15,2024000718,02,기타지역,-
-,2024000715,100.3104A,-,01,2024000715,01,해당지역,-
-,2024000715,100.3104A,-,01,2024000715,02,기타지역,-
-,2024000715,106.9887A,-,02,2024000715,01,해당지역,-
-,2024000715,106.9887A,-,02,2024000715,02,기타지역,-
-,2024000715,109.4462A,-,03,2024000715,01,해당지역,-
-,2024000715,109.4462A,-,03,2024000715,02,기타지역,-
-,2024000715,115.7199A,-,04,2024000715,01,해당지역,-
-,2024000715,115.7199A,-,04,2024000715,02,기타지역,-
-,2024000715,115.2342B,-,05,2024000715,01,해당지역,-
-,2024000715,115.2342B,-,05,2024000715,02,기타지역,-
-,2024000715,115.3063C,-,06,2024000715,01,해당지역,-
-,2024000715,115.3063C,-,06,2024000715,02,기타지역,-
-,2024000715,117.5979A,-,07,2024000715,01,해당지역,-
-,2024000715,117.5979A,-,07,2024000715,02,기타지역,-
-,2024000715,117.1900B,-,08,2024000715,01,해당지역,-
-,2024000715,117.1900B,-,08,2024000715,02,기타지역,-
45.9,2024000714,059.9941A,41,01,2024000714,01,해당지역,56
0,2024000714,059.9941A,0,01,2024000714,02,기타지역,0
30.38,2024000714,059.9843B,27,02,2024000714,01,해당지역,34
0,2024000714,059.9843B,0,02,2024000714,02,기타지역,0
51.2,2024000714,084.9905A,44,03,2024000714,01,해당지역,72
0,2024000714,084.9905A,0,03,2024000714,02,기타지역,0
50.05,2024000714,084.9923B,45,04,2024000714,01,해당지역,62
0,2024000714,084.9923B,0,04,2024000714,02,기타지역,0
51.67,2024000714,084.9921C,46,05,2024000714,01,해당지역,62
0,2024000714,084.9921C,0,05,2024000714,02,기타지역,0
49.63,2024000714,084.9921D,42,06,2024000714,01,해당지역,64
0,2024000714,084.9921D,0,06,2024000714,02,기타지역,0
-,2024000714,125.6353A,-,07,2024000714,01,해당지역,-
-,2024000714,125.6353A,-,07,2024000714,02,기타지역,-
-,2024000714,125.9654B,-,08,2024000714,01,해당지역,-
-,2024000714,125.9654B,-,08,2024000714,02,기타지역,-
64.75,2024000713,084.9323A,60,01,2024000713,01,해당지역,71
0,2024000713,084.9323A,0,01,2024000713,02,기타지역,0
57.35,2024000713,084.9234B,54,02,2024000713,01,해당지역,64
0,2024000713,084.9234B,0,02,2024000713,02,기타지역,0
-,2024000713,116.0494A,-,03,2024000713,01,해당지역,-
-,2024000713,116.0494A,-,03,2024000713,02,기타지역,-
-,2024000713,116.0265B,-,04,2024000713,01,해당지역,-
-,2024000713,116.0265B,-,04,2024000713,02,기타지역,-
-,2024000713,134.7221 ,-,05,2024000713,01,해당지역,-
-,2024000713,134.7221 ,-,05,2024000713,02,기타지역,-
-,2024000713,216.6983P,-,06,2024000713,01,해당지역,-
-,2024000713,216.6983P,-,06,2024000713,02,기타지역,-
-,2024000713,220.1022P,-,07,2024000713,01,해당지역,-
-,2024000713,220.1022P,-,07,2024000713,02,기타지역,-
-,2024000712,084.3216A,-,01,2024000712,01,해당지역,-
-,2024000712,084.3216A,-,01,2024000712,02,기타지역,-
-,2024000712,084.3216B,-,02,2024000712,01,해당지역,-
-,2024000712,084.3216B,-,02,2024000712,02,기타지역,-
-,2024000710,059.9945A,-,01,2024000710,01,해당지역,-
-,2024000710,059.9945A,-,01,2024000710,02,기타지역,-
-,2024000710,059.7603B,-,02,2024000710,01,해당지역,-
-,2024000710,059.7603B,-,02,2024000710,02,기타지역,-
-,2024000710,084.9764A,-,03,2024000710,01,해당지역,-
-,2024000710,084.9764A,-,03,2024000710,02,기타지역,-
-,2024000710,084.9779B,-,04,2024000710,01,해당지역,-
-,2024000710,084.9779B,-,04,2024000710,02,기타지역,-
-,2024000710,084.9861C,-,05,2024000710,01,해당지역,-
-,2024000710,084.9861C,-,05,2024000710,02,기타지역,-
0,2024000706,075.9493A,0,01,2024000706,01,해당지역,0
56.3,2024000706,075.9493A,52,01,2024000706,02,기타지역,67
-,2024000706,075.9347B,-,02,2024000706,01,해당지역,-
-,2024000706,075.9347B,-,02,2024000706,02,기타지역,-
39,2024000706,075.9347C,27,03,2024000706,01,해당지역,58
0,2024000706,075.9347C,0,03,2024000706,02,기타지역,0
0,2024000706,084.9715A,0,04,2024000706,01,해당지역,0
56.07,2024000706,084.9715A,47,04,2024000706,02,기타지역,84
0,2024000706,084.9413B,0,05,2024000706,01,해당지역,0
50.42,2024000706,084.9413B,44,05,2024000706,02,기타지역,69
0,2024000706,084.9684C,0,06,2024000706,01,해당지역,0
33.56,2024000706,084.9684C,19,06,2024000706,02,기타지역,69
-,2024000706,084.9684D,-,07,2024000706,01,해당지역,-
-,2024000706,084.9684D,-,07,2024000706,02,기타지역,-
-,2024000704,119.2348A,-,01,2024000704,01,해당지역,-
-,2024000704,119.2348A,-,01,2024000704,02,기타지역,-
-,2024000704,119.1887B,-,02,2024000704,01,해당지역,-
-,2024000704,119.1887B,-,02,2024000704,02,기타지역,-
-,2024000704,119.4233C,-,03,2024000704,01,해당지역,-
-,2024000704,119.4233C,-,03,2024000704,02,기타지역,-
-,2024000704,119.4682D,-,04,2024000704,01,해당지역,-
-,2024000704,119.4682D,-,04,2024000704,02,기타지역,-
-,2024000703,059.9865A,-,01,2024000703,01,해당지역,-
-,2024000703,059.9865A,-,01,2024000703,02,기타지역,-
-,2024000703,059.9977B,-,02,2024000703,01,해당지역,-
-,2024000703,059.9977B,-,02,2024000703,02,기타지역,-
-,2024000703,059.9943C,-,03,2024000703,01,해당지역,-
-,2024000703,059.9943C,-,03,2024000703,02,기타지역,-
54.33,2024000703,074.9894B,46,04,2024000703,01,해당지역,64
0,2024000703,074.9894B,0,04,2024000703,02,기타지역,0
-,2024000702,059.9690 ,-,01,2024000702,01,해당지역,-
-,2024000702,059.9690 ,-,01,2024000702,02,기타지역,-
-,2024000702,059.9690 ,-,01,2024000702,03,기타경기,-
-,2024000702,084.9990 ,-,02,2024000702,01,해당지역,-
-,2024000702,084.9990 ,-,02,2024000702,02,기타지역,-
-,2024000702,084.9990 ,-,02,2024000702,03,기타경기,-
-,2024000701,084.9728A,-,01,2024000701,01,해당지역,-
-,2024000701,084.9728A,-,01,2024000701,02,기타지역,-
-,2024000701,084.9704B,-,02,2024000701,01,해당지역,-
-,2024000701,084.9704B,-,02,2024000701,02,기타지역,-
-,2024000701,110.4198 ,-,03,2024000701,01,해당지역,-
-,2024000701,110.4198 ,-,03,2024000701,02,기타지역,-
-,2024000699,059.9840A,-,01,2024000699,01,해당지역,-
-,2024000699,059.9840A,-,01,2024000699,02,기타지역,-
-,2024000699,059.6290B,-,02,2024000699,01,해당지역,-
-,2024000699,059.6290B,-,02,2024000699,02,기타지역,-
-,2024000699,059.9560C,-,03,2024000699,01,해당지역,-
-,2024000699,059.9560C,-,03,2024000699,02,기타지역,-
-,2024000699,059.9440D,-,04,2024000699,01,해당지역,-
-,2024000699,059.9440D,-,04,2024000699,02,기타지역,-
-,2024000699,059.9910E,-,05,2024000699,01,해당지역,-
-,2024000699,059.9910E,-,05,2024000699,02,기타지역,-
-,2024000699,059.9770F,-,06,2024000699,01,해당지역,-
-,2024000699,059.9770F,-,06,2024000699,02,기타지역,-
0,2024000699,084.3850A,0,07,2024000699,01,해당지역,0
32,2024000699,084.3850A,32,07,2024000699,02,기타지역,32
-,2024000699,084.9200B,-,08,2024000699,01,해당지역,-
-,2024000699,084.9200B,-,08,2024000699,02,기타지역,-
-,2024000699,084.9290C,-,09,2024000699,01,해당지역,-
-,2024000699,084.9290C,-,09,2024000699,02,기타지역,-
-,2024000699,084.8040D,-,10,2024000699,01,해당지역,-
-,2024000699,084.8040D,-,10,2024000699,02,기타지역,-
-,2024000699,084.8430E,-,11,2024000699,01,해당지역,-
-,2024000699,084.8430E,-,11,2024000699,02,기타지역,-
-,2024000699,099.9350 ,-,12,2024000699,01,해당지역,-
-,2024000699,099.9350 ,-,12,2024000699,02,기타지역,-
-,2024000698,059.6311 ,-,01,2024000698,01,해당지역,-
-,2024000698,059.6311 ,-,01,2024000698,02,기타지역,-
-,2024000698,076.7810 ,-,02,2024000698,01,해당지역,-
-,2024000698,076.7810 ,-,02,2024000698,02,기타지역,-
-,2024000698,084.4218A,-,03,2024000698,01,해당지역,-
-,2024000698,084.4218A,-,03,2024000698,02,기타지역,-
-,2024000698,084.6382B,-,04,2024000698,01,해당지역,-
-,2024000698,084.6382B,-,04,2024000698,02,기타지역,-
-,2024000698,112.4310 ,-,05,2024000698,01,해당지역,-
-,2024000698,112.4310 ,-,05,2024000698,02,기타지역,-
-,2024000695,059.9866A,-,01,2024000695,01,해당지역,-
-,2024000695,059.9866A,-,01,2024000695,02,기타지역,-
-,2024000695,059.9866A,-,01,2024000695,03,기타경기,-
-,2024000695,059.9933B,-,02,2024000695,01,해당지역,-
-,2024000695,059.9933B,-,02,2024000695,02,기타지역,-
-,2024000695,059.9933B,-,02,2024000695,03,기타경기,-
-,2024000695,084.9738A,-,03,2024000695,01,해당지역,-
-,2024000695,084.9738A,-,03,2024000695,02,기타지역,-
-,2024000695,084.9738A,-,03,2024000695,03,기타경기,-
-,2024000695,084.9952B,-,04,2024000695,01,해당지역,-
-,2024000695,084.9952B,-,04,2024000695,02,기타지역,-
-,2024000695,084.9952B,-,04,2024000695,03,기타경기,-
-,2024000695,119.9817A,-,05,2024000695,01,해당지역,-
-,2024000695,119.9817A,-,05,2024000695,02,기타지역,-
-,2024000695,119.9817A,-,05,2024000695,03,기타경기,-
-,2024000695,119.9818B,-,06,2024000695,01,해당지역,-
-,2024000695,119.9818B,-,06,2024000695,02,기타지역,-
-,2024000695,119.9818B,-,06,2024000695,03,기타경기,-
67.87,2024000694,084.9280 ,65,01,2024000694,01,해당지역,71
0,2024000694,084.9280 ,0,01,2024000694,02,기타지역,0
-,2024000694,104.8855A,-,02,2024000694,01,해당지역,-
-,2024000694,104.8855A,-,02,2024000694,02,기타지역,-
-,2024000694,104.6983B,-,03,2024000694,01,해당지역,-
-,2024000694,104.6983B,-,03,2024000694,02,기타지역,-
-,2024000694,104.6983C,-,04,2024000694,01,해당지역,-
-,2024000694,104.6983C,-,04,2024000694,02,기타지역,-
-,2024000694,104.9523D,-,05,2024000694,01,해당지역,-
-,2024000694,104.9523D,-,05,2024000694,02,기타지역,-
-,2024000694,125.8735A,-,06,2024000694,01,해당지역,-
-,2024000694,125.8735A,-,06,2024000694,02,기타지역,-
-,2024000694,125.6543B,-,07,2024000694,01,해당지역,-
-,2024000694,125.6543B,-,07,2024000694,02,기타지역,-
-,2024000694,125.9550C,-,08,2024000694,01,해당지역,-
-,2024000694,125.9550C,-,08,2024000694,02,기타지역,-
-,2024000694,125.8735D,-,09,2024000694,01,해당지역,-
-,2024000694,125.8735D,-,09,2024000694,02,기타지역,-
-,2024000694,154.9326 ,-,10,2024000694,01,해당지역,-
-,2024000694,154.9326 ,-,10,2024000694,02,기타지역,-
-,2024000694,244.9791 ,-,11,2024000694,01,해당지역,-
-,2024000694,244.9791 ,-,11,2024000694,02,기타지역,-
60.93,2024000692,059.8424A,57,01,2024000692,01,해당지역,69
0,2024000692,059.8424A,0,01,2024000692,02,기타지역,0
60.27,2024000692,059.9254B,56,02,2024000692,01,해당지역,69
0,2024000692,059.9254B,0,02,2024000692,02,기타지역,0
64.22,2024000692,059.9519C,60,03,2024000692,01,해당지역,69
0,2024000692,059.9519C,0,03,2024000692,02,기타지역,0
63.86,2024000692,084.9828 ,61,04,2024000692,01,해당지역,69
0,2024000692,084.9828 ,0,04,2024000692,02,기타지역,0
66.33,2024000688,059.5700A,63,01,2024000688,01,해당지역,69
0,2024000688,059.5700A,0,01,2024000688,02,기타지역,0
63.25,2024000688,059.5400B,59,02,2024000688,01,해당지역,66
0,2024000688,059.5400B,0,02,2024000688,02,기타지역,0
63.39,2024000688,084.9400A,60,03,2024000688,01,해당지역,69
0,2024000688,084.9400A,0,03,2024000688,02,기타지역,0
65.5,2024000688,084.7100B,61,04,2024000688,01,해당지역,78
0,2024000688,084.7100B,0,04,2024000688,02,기타지역,0
64.64,2024000688,084.9800C,61,05,2024000688,01,해당지역,74
0,2024000688,084.9800C,0,05,2024000688,02,기타지역,0
-,2024000686,084.9949 ,-,01,2024000686,01,해당지역,-
-,2024000686,084.9949 ,-,01,2024000686,02,기타지역,-
-,2024000686,099.9744 ,-,02,2024000686,01,해당지역,-
-,2024000686,099.9744 ,-,02,2024000686,02,기타지역,-
68.5,2024000679,051.4060A,67,01,2024000679,01,해당지역,71
0,2024000679,051.4060A,0,01,2024000679,02,기타지역,0
69.11,2024000679,051.5920B,68,02,2024000679,01,해당지역,72
0,2024000679,051.5920B,0,02,2024000679,02,기타지역,0
74,2024000679,059.8390A,74,03,2024000679,01,해당지역,74
0,2024000679,059.8390A,0,03,2024000679,02,기타지역,0
70,2024000679,059.8320B,69,04,2024000679,01,해당지역,71
0,2024000679,059.8320B,0,04,2024000679,02,기타지역,0
-,2024000675,037.8900 ,-,01,2024000675,01,해당지역,-
-,2024000675,037.8900 ,-,01,2024000675,02,기타지역,-
-,2024000675,049.9500 ,-,02,2024000675,01,해당지역,-
-,2024000675,049.9500 ,-,02,2024000675,02,기타지역,-
-,2024000675,052.8600 ,-,03,2024000675,01,해당지역,-
-,2024000675,052.8600 ,-,03,2024000675,02,기타지역,-
-,2024000675,059.9500A,-,04,2024000675,01,해당지역,-
-,2024000675,059.9500A,-,04,2024000675,02,기타지역,-
-,2024000675,059.9800B,-,05,2024000675,01,해당지역,-
-,2024000675,059.9800B,-,05,2024000675,02,기타지역,-
37.87,2024000675,074.9900A,27,06,2024000675,01,해당지역,55
0,2024000675,074.9900A,0,06,2024000675,02,기타지역,0
-,2024000675,074.9500B,-,07,2024000675,01,해당지역,-
-,2024000675,074.9500B,-,07,2024000675,02,기타지역,-
-,2024000675,074.9600C,-,08,2024000675,01,해당지역,-
-,2024000675,074.9600C,-,08,2024000675,02,기타지역,-
56,2024000675,084.9600A,56,09,2024000675,01,해당지역,56
0,2024000675,084.9600A,0,09,2024000675,02,기타지역,0
-,2024000675,084.9500B,-,10,2024000675,01,해당지역,-
-,2024000675,084.9500B,-,10,2024000675,02,기타지역,-
0,2024000675,084.9600C,0,11,2024000675,01,해당지역,0
40,2024000675,084.9600C,40,11,2024000675,02,기타지역,40
-,2024000675,084.9600D,-,12,2024000675,01,해당지역,-
-,2024000675,084.9600D,-,12,2024000675,02,기타지역,-
-,2024000675,111.9800 ,-,13,2024000675,01,해당지역,-
-,2024000675,111.9800 ,-,13,2024000675,02,기타지역,-
69,2024000672,044.9400 ,69,01,2024000672,01,해당지역,69
0,2024000672,044.9400 ,0,01,2024000672,02,기타지역,0
70.79,2024000672,059.9800 ,69,02,2024000672,01,해당지역,74
0,2024000672,059.9800 ,0,02,2024000672,02,기타지역,0
70.63,2024000672,075.9800A,69,03,2024000672,01,해당지역,74
0,2024000672,075.9800A,0,03,2024000672,02,기타지역,0
69,2024000672,075.9200B,69,04,2024000672,01,해당지역,69
0,2024000672,075.9200B,0,04,2024000672,02,기타지역,0
73.6,2024000672,084.9500D,70,05,2024000672,01,해당지역,78
0,2024000672,084.9500D,0,05,2024000672,02,기타지역,0
73,2024000672,144.6600 ,72,06,2024000672,01,해당지역,74
0,2024000672,144.6600 ,0,06,2024000672,02,기타지역,0
-,2024000671,059.9028A,-,01,2024000671,01,해당지역,-
-,2024000671,059.9028A,-,01,2024000671,02,기타지역,-
-,2024000671,074.9454A,-,02,2024000671,01,해당지역,-
-,2024000671,074.9454A,-,02,2024000671,02,기타지역,-
-,2024000671,074.9825B,-,03,2024000671,01,해당지역,-
-,2024000671,074.9825B,-,03,2024000671,02,기타지역,-
-,2024000671,084.9802A,-,04,2024000671,01,해당지역,-
-,2024000671,084.9802A,-,04,2024000671,02,기타지역,-
-,2024000671,084.9557B,-,05,2024000671,01,해당지역,-
-,2024000671,084.9557B,-,05,2024000671,02,기타지역,-
56,2024000668,053.9578 ,52,01,2024000668,01,해당지역,63
0,2024000668,053.9578 ,0,01,2024000668,02,기타지역,0
54.16,2024000668,059.9833 ,47,02,2024000668,01,해당지역,69
0,2024000668,059.9833 ,0,02,2024000668,02,기타지역,0
53.25,2024000668,077.9155A,45,03,2024000668,01,해당지역,68
0,2024000668,077.9155A,0,03,2024000668,02,기타지역,0
61.2,2024000668,084.8435A,56,04,2024000668,01,해당지역,68
0,2024000668,084.8435A,0,04,2024000668,02,기타지역,0
69.5,2024000668,084.8447B,60,05,2024000668,01,해당지역,79
0,2024000668,084.8447B,0,05,2024000668,02,기타지역,0
55.42,2024000668,084.8969C,48,06,2024000668,01,해당지역,67
0,2024000668,084.8969C,0,06,2024000668,02,기타지역,0
44,2024000668,084.9133D,37,07,2024000668,01,해당지역,52
0,2024000668,084.9133D,0,07,2024000668,02,기타지역,0
-,2024000668,099.8867 ,-,08,2024000668,01,해당지역,-
-,2024000668,099.8867 ,-,08,2024000668,02,기타지역,-
-,2024000668,109.9406 ,-,09,2024000668,01,해당지역,-
-,2024000668,109.9406 ,-,09,2024000668,02,기타지역,-
-,2024000665,084.6063A,-,01,2024000665,01,해당지역,-
-,2024000665,084.6063A,-,01,2024000665,02,기타지역,-
-,2024000665,084.9197B,-,02,2024000665,01,해당지역,-
-,2024000665,084.9197B,-,02,2024000665,02,기타지역,-
53,2024000664,084.9508A,45,01,2024000664,01,해당지역,62
47.19,2024000664,084.9508A,39,01,2024000664,02,기타지역,66
53.86,2024000664,084.9508A,47,01,2024000664,03,기타경기,58
38,2024000664,084.9927B,30,02,2024000664,01,해당지역,64
32.81,2024000664,084.9927B,27,02,2024000664,02,기타지역,52
42.43,2024000664,084.9927B,31,02,2024000664,03,기타경기,57
-,2024000664,099.9609 ,-,03,2024000664,01,해당지역,-
-,2024000664,099.9609 ,-,03,2024000664,02,기타지역,-
-,2024000664,099.9609 ,-,03,2024000664,03,기타경기,-
-,2024000661,059.9570A,-,01,2024000661,01,해당지역,-
-,2024000661,059.9570A,-,01,2024000661,02,기타지역,-
-,2024000661,059.9669B,-,02,2024000661,01,해당지역,-
-,2024000661,059.9669B,-,02,2024000661,02,기타지역,-
-,2024000661,071.9950A,-,03,2024000661,01,해당지역,-
-,2024000661,071.9950A,-,03,2024000661,02,기타지역,-
-,2024000661,071.9635B,-,04,2024000661,01,해당지역,-
-,2024000661,071.9635B,-,04,2024000661,02,기타지역,-
59,2024000661,084.9495A,59,05,2024000661,01,해당지역,59
0,2024000661,084.9495A,0,05,2024000661,02,기타지역,0
54,2024000660,059.9076A,50,01,2024000660,01,해당지역,59
0,2024000660,059.9076A,0,01,2024000660,02,기타지역,0
45.06,2024000660,059.8741C,32,02,2024000660,01,해당지역,61
0,2024000660,059.8741C,0,02,2024000660,02,기타지역,0
32.57,2024000660,059.9657D,28,03,2024000660,01,해당지역,42
0,2024000660,059.9657D,0,03,2024000660,02,기타지역,0
0,2024000660,084.9894A,0,04,2024000660,01,해당지역,0
52.25,2024000660,084.9894A,47,04,2024000660,02,기타지역,59
-,2024000660,084.8182C,-,05,2024000660,01,해당지역,-
-,2024000660,084.8182C,-,05,2024000660,02,기타지역,-
-,2024000660,114.8005A,-,06,2024000660,01,해당지역,-
-,2024000660,114.8005A,-,06,2024000660,02,기타지역,-
-,2024000660,114.4170B,-,07,2024000660,01,해당지역,-
-,2024000660,114.4170B,-,07,2024000660,02,기타지역,-
-,2024000660,114.2433D,-,08,2024000660,01,해당지역,-
-,2024000660,114.2433D,-,08,2024000660,02,기타지역,-
68,2024000659,059.8281A,66,01,2024000659,01,해당지역,69
0,2024000659,059.8281A,0,01,2024000659,02,기타지역,0
61.88,2024000659,072.1489A,59,02,2024000659,01,해당지역,64
0,2024000659,072.1489A,0,02,2024000659,02,기타지역,0
60.5,2024000659,072.1489B,59,03,2024000659,01,해당지역,62
0,2024000659,072.1489B,0,03,2024000659,02,기타지역,0
61,2024000659,072.1489C,58,04,2024000659,01,해당지역,64
0,2024000659,072.1489C,0,04,2024000659,02,기타지역,0
65.38,2024000659,074.9528A,63,05,2024000659,01,해당지역,69
0,2024000659,074.9528A,0,05,2024000659,02,기타지역,0
61,2024000659,074.9528B,59,06,2024000659,01,해당지역,64
0,2024000659,074.9528B,0,06,2024000659,02,기타지역,0
71.5,2024000659,074.9528C,69,07,2024000659,01,해당지역,74
0,2024000659,074.9528C,0,07,2024000659,02,기타지역,0
63.98,2024000659,084.3174A,59,08,2024000659,01,해당지역,74
0,2024000659,084.3174A,0,08,2024000659,02,기타지역,0
67.57,2024000659,084.6615B,64,09,2024000659,01,해당지역,79
0,2024000659,084.6615B,0,09,2024000659,02,기타지역,0
56.13,2024000659,084.3174C,50,10,2024000659,01,해당지역,63
