AVRG_SCORE,HOUSE_MANAGE_NO,HOUSE_TY,LWET_SCORE,MODEL_NO,PBLANC_NO,RESIDE_SECD,RESIDE_SENM,TOP_SCORE
-,2022520036,102.8880A,-,03,2022520036,02,기타지역,-
-,2022520036,102.9996B,-,04,2022520036,01,해당지역,-
-,2022520036,102.9996B,-,04,2022520036,02,기타지역,-
-,2022520035,084.5828A,-,01,2022520035,01,해당지역,-
-,2022520035,084.5828A,-,01,2022520035,02,기타지역,-
-,2022520035,084.6464B,-,02,2022520035,01,해당지역,-
-,2022520035,084.6464B,-,02,2022520035,02,기타지역,-
-,2022520034,084.9765A,-,01,2022520034,01,해당지역,-
-,2022520034,084.9765A,-,01,2022520034,02,기타지역,-
-,2022520034,084.9836B,-,02,2022520034,01,해당지역,-
-,2022520034,084.9836B,-,02,2022520034,02,기타지역,-
-,2022520033,059.8505A,-,01,2022520033,01,해당지역,-
-,2022520033,059.8505A,-,01,2022520033,02,기타지역,-
-,2022520033,059.9879B,-,02,2022520033,01,해당지역,-
-,2022520033,059.9879B,-,02,2022520033,02,기타지역,-
-,2022520033,084.9744 ,-,03,2022520033,01,해당지역,-
-,2022520033,084.9744 ,-,03,2022520033,02,기타지역,-
70.62,2022520031,084.1043A,69,01,2022520031,01,해당지역,79
0,2022520031,084.1043A,0,01,2022520031,02,기타지역,0
68.07,2022520031,084.1202B,67,02,2022520031,01,해당지역,71
0,2022520031,084.1202B,0,02,2022520031,02,기타지역,0
68.71,2022520031,084.1540C,67,03,2022520031,01,해당지역,71
0,2022520031,084.1540C,0,03,2022520031,02,기타지역,0
70.33,2022520031,084.1430T,69,04,2022520031,01,해당지역,73
0,2022520031,084.1430T,0,04,2022520031,02,기타지역,0
37.18,2022520030,084.9670A,23,01,2022520030,01,해당지역,67
30.6,2022520030,084.9670A,18,01,2022520030,02,기타지역,65
24.04,2022520030,084.9966B,11,02,2022520030,01,해당지역,56
0,2022520030,084.9966B,0,02,2022520030,02,기타지역,0
40.5,2022520030,112.9721A,27,03,2022520030,01,해당지역,54
46.5,2022520030,112.9721A,41,03,2022520030,02,기타지역,54
0,2022520030,112.9810B,0,04,2022520030,01,해당지역,0
31.1,2022520030,112.9810B,17,04,2022520030,02,기타지역,53
54.38,2022520029,059.0000A,47,01,2022520029,01,해당지역,62
55.11,2022520029,059.0000A,50,01,2022520029,02,기타지역,64
52.5,2022520029,059.0000B,48,02,2022520029,01,해당지역,57
51,2022520029,059.0000B,51,02,2022520029,02,기타지역,51
58.11,2022520029,061.0000A,56,03,2022520029,01,해당지역,63
58.33,2022520029,061.0000A,54,03,2022520029,02,기타지역,69
64.2,2022520029,084.0000A,62,04,2022520029,01,해당지역,67
67.67,2022520029,084.0000A,67,04,2022520029,02,기타지역,69
61.4,2022520029,084.0000B,59,05,2022520029,01,해당지역,65
63,2022520029,084.0000B,60,05,2022520029,02,기타지역,67
62.75,2022520029,084.0000C,60,06,2022520029,01,해당지역,72
63.6,2022520029,084.0000C,61,06,2022520029,02,기타지역,67
69,2022520029,085.8405P,69,07,2022520029,01,해당지역,69
72,2022520029,085.8405P,72,07,2022520029,02,기타지역,72
67,2022520029,091.0000A,67,08,2022520029,01,해당지역,67
65.5,2022520029,091.0000A,65,08,2022520029,02,기타지역,66
65.75,2022520029,091.0000B,64,09,2022520029,01,해당지역,71
63,2022520029,091.0000B,63,09,2022520029,02,기타지역,63
62,2022520029,091.0000C,60,10,2022520029,01,해당지역,65
65.67,2022520029,091.0000C,64,10,2022520029,02,기타지역,68
56.67,2022520025,059.4317A,52,01,2022520025,01,해당지역,61
53.93,2022520025,059.4317A,52,01,2022520025,02,기타지역,61
56.17,2022520025,059.4317A,54,01,2022520025,03,기타경기,60
56,2022520025,059.0435B,54,02,2022520025,01,해당지역,59
54.38,2022520025,059.0435B,53,02,2022520025,02,기타지역,59
57,2022520025,059.0435B,54,02,2022520025,03,기타경기,59
51,2022520025,059.9375C,49,03,2022520025,01,해당지역,55
53.43,2022520025,059.9375C,50,03,2022520025,02,기타지역,57
51.67,2022520025,059.9375C,51,03,2022520025,03,기타경기,53
59.22,2022520025,084.1293A,57,04,2022520025,01,해당지역,63
58.67,2022520025,084.1293A,56,04,2022520025,02,기타지역,64
60.83,2022520025,084.1293A,59,04,2022520025,03,기타경기,64
55.6,2022520025,084.2543B,50,05,2022520025,01,해당지역,66
55.25,2022520025,084.2543B,51,05,2022520025,02,기타지역,61
56,2022520025,084.2543B,53,05,2022520025,03,기타경기,60
54,2022520025,084.0827C,51,06,2022520025,01,해당지역,56
55.14,2022520025,084.0827C,53,06,2022520025,02,기타지역,58
59.67,2022520025,084.0827C,58,06,2022520025,03,기타경기,62
58.33,2022520024,059.1563A,57,01,2022520024,01,해당지역,60
62.2,2022520024,059.1563A,60,01,2022520024,02,기타지역,66
60.67,2022520024,059.1563A,60,01,2022520024,03,기타경기,61
55.17,2022520024,059.4317B,51,02,2022520024,01,해당지역,59
55.44,2022520024,059.4317B,51,02,2022520024,02,기타지역,63
53.67,2022520024,059.4317B,51,02,2022520024,03,기타경기,58
54,2022520024,059.3788C,53,03,2022520024,01,해당지역,55
57,2022520024,059.3788C,54,03,2022520024,02,기타지역,59
55,2022520024,059.3788C,55,03,2022520024,03,기타경기,55
64.8,2022520024,084.1293A,64,04,2022520024,01,해당지역,69
63.5,2022520024,084.1293A,61,04,2022520024,02,기타지역,69
66,2022520024,084.1293A,63,04,2022520024,03,기타경기,69
63,2022520024,084.2543B,59,05,2022520024,01,해당지역,67
59.67,2022520024,084.2543B,59,05,2022520024,02,기타지역,60
63,2022520024,084.2543B,63,05,2022520024,03,기타경기,63
64,2022520024,088.0577A,64,06,2022520024,01,해당지역,64
63.5,2022520024,088.0577A,62,06,2022520024,02,기타지역,65
74,2022520024,088.0577A,74,06,2022520024,03,기타경기,74
57.33,2022520024,088.0315B,55,07,2022520024,01,해당지역,62
58,2022520024,088.0315B,56,07,2022520024,02,기타지역,61
59.67,2022520024,088.0315B,58,07,2022520024,03,기타경기,62
62.2,2022520024,088.0564C,59,08,2022520024,01,해당지역,69
58.38,2022520024,088.0564C,58,08,2022520024,02,기타지역,59
61.33,2022520024,088.0564C,59,08,2022520024,03,기타경기,64
60,2022520023,061.9679A,58,01,2022520023,01,해당지역,64
56.4,2022520023,061.9679A,56,01,2022520023,02,기타지역,57
58,2022520023,061.9679A,58,01,2022520023,03,기타경기,58
52.33,2022520023,061.7980B,51,02,2022520023,01,해당지역,54
55.4,2022520023,061.7980B,52,02,2022520023,02,기타지역,58
58.5,2022520023,061.7980B,57,02,2022520023,03,기타경기,60
56.17,2022520023,084.4907A,55,03,2022520023,01,해당지역,57
57,2022520023,084.4907A,55,03,2022520023,02,기타지역,60
62.75,2022520023,084.4907A,61,03,2022520023,03,기타경기,64
56.67,2022520023,084.9865B,53,04,2022520023,01,해당지역,60
53.56,2022520023,084.9865B,51,04,2022520023,02,기타지역,57
56.25,2022520023,084.9865B,54,04,2022520023,03,기타경기,59
57.71,2022520023,089.0446A,55,05,2022520023,01,해당지역,60
57.42,2022520023,089.0446A,55,05,2022520023,02,기타지역,61
63.4,2022520023,089.0446A,56,05,2022520023,03,기타경기,83
55.71,2022520023,089.1962B,54,06,2022520023,01,해당지역,60
56.08,2022520023,089.1962B,54,06,2022520023,02,기타지역,59
57.4,2022520023,089.1962B,56,06,2022520023,03,기타경기,59
53,2022520022,061.9679A,52,01,2022520022,01,해당지역,54
58.6,2022520022,061.9679A,57,01,2022520022,02,기타지역,62
54.67,2022520022,061.9679A,53,01,2022520022,03,기타경기,57
49.67,2022520022,061.7980B,46,02,2022520022,01,해당지역,53
51.2,2022520022,061.7980B,50,02,2022520022,02,기타지역,54
53.33,2022520022,061.7980B,51,02,2022520022,03,기타경기,57
56.67,2022520022,084.4907A,55,03,2022520022,01,해당지역,61
58.11,2022520022,084.4907A,56,03,2022520022,02,기타지역,62
60,2022520022,084.4907A,59,03,2022520022,03,기타경기,61
51.83,2022520022,084.9865B,48,04,2022520022,01,해당지역,58
51.11,2022520022,084.9865B,49,04,2022520022,02,기타지역,56
52.33,2022520022,084.9865B,52,04,2022520022,03,기타경기,53
56,2022520022,089.0446A,53,05,2022520022,01,해당지역,59
56.25,2022520022,089.0446A,55,05,2022520022,02,기타지역,61
61.2,2022520022,089.0446A,57,05,2022520022,03,기타경기,69
53.86,2022520022,089.1962B,52,06,2022520022,01,해당지역,56
54.75,2022520022,089.1962B,52,06,2022520022,02,기타지역,63
56.8,2022520022,089.1962B,55,06,2022520022,03,기타경기,62
65,2022520021,061.9679A,63,01,2022520021,01,해당지역,68
58.6,2022520021,061.9679A,57,01,2022520021,02,기타지역,60
62,2022520021,061.9679A,60,01,2022520021,03,기타경기,64
59.67,2022520021,061.7980B,56,02,2022520021,01,해당지역,64
56.8,2022520021,061.7980B,55,02,2022520021,02,기타지역,60
58.5,2022520021,061.7980B,58,02,2022520021,03,기타경기,59
68.33,2022520021,084.4907A,67,03,2022520021,01,해당지역,69
68.2,2022520021,084.4907A,67,03,2022520021,02,기타지역,69
67.5,2022520021,084.4907A,66,03,2022520021,03,기타경기,69
62.33,2022520021,084.9865B,59,04,2022520021,01,해당지역,69
61.6,2022520021,084.9865B,60,04,2022520021,02,기타지역,63
64.5,2022520021,084.9865B,64,04,2022520021,03,기타경기,65
63.67,2022520021,089.0446A,60,05,2022520021,01,해당지역,72
65.89,2022520021,089.0446A,63,05,2022520021,02,기타지역,74
66.75,2022520021,089.0446A,62,05,2022520021,03,기타경기,72
66.5,2022520021,089.1962B,59,06,2022520021,01,해당지역,74
59.56,2022520021,089.1962B,57,06,2022520021,02,기타지역,69
66,2022520021,089.1962B,61,06,2022520021,03,기타경기,77
64,2022520020,061.9679A,62,01,2022520020,01,해당지역,67
64.83,2022520020,061.9679A,64,01,2022520020,02,기타지역,69
65.67,2022520020,061.9679A,64,01,2022520020,03,기타경기,68
57.5,2022520020,061.7980B,57,02,2022520020,01,해당지역,59
65.17,2022520020,061.7980B,63,02,2022520020,02,기타지역,69
63.67,2022520020,061.7980B,61,02,2022520020,03,기타경기,69
67,2022520020,084.4907A,65,03,2022520020,01,해당지역,69
68.78,2022520020,084.4907A,66,03,2022520020,02,기타지역,76
67.5,2022520020,084.4907A,66,03,2022520020,03,기타경기,69
62.33,2022520020,084.9865B,58,04,2022520020,01,해당지역,69
63.89,2022520020,084.9865B,59,04,2022520020,02,기타지역,69
62,2022520020,084.9865B,59,04,2022520020,03,기타경기,65
65.75,2022520020,089.0446A,64,05,2022520020,01,해당지역,72
64.15,2022520020,089.0446A,62,05,2022520020,02,기타지역,68
68.33,2022520020,089.0446A,64,05,2022520020,03,기타경기,74
67.25,2022520020,089.1962B,65,06,2022520020,01,해당지역,74
61.31,2022520020,089.1962B,59,06,2022520020,02,기타지역,64
64.67,2022520020,089.1962B,63,06,2022520020,03,기타경기,67
-,2022520017,084.9790A,-,01,2022520017,01,해당지역,-
-,2022520017,084.9790A,-,01,2022520017,02,기타지역,-
-,2022520017,084.9842B,-,02,2022520017,01,해당지역,-
-,2022520017,084.9842B,-,02,2022520017,02,기타지역,-
58.18,2022520016,059.9984A,54,01,2022520016,01,해당지역,72
56.63,2022520016,059.9984A,54,01,2022520016,02,기타지역,64
59.82,2022520016,059.9984A,56,01,2022520016,03,기타경기,63
54,2022520016,059.9812B,52,02,2022520016,01,해당지역,58
55.71,2022520016,059.9812B,54,02,2022520016,02,기타지역,61
57.33,2022520016,059.9812B,55,02,2022520016,03,기타경기,61
60.83,2022520016,084.9916A,59,03,2022520016,01,해당지역,63
63.61,2022520016,084.9916A,61,03,2022520016,02,기타지역,69
64.75,2022520016,084.9916A,62,03,2022520016,03,기타경기,69
58.5,2022520016,084.9868B,57,04,2022520016,01,해당지역,62
59.22,2022520016,084.9868B,58,04,2022520016,02,기타지역,62
62,2022520016,084.9868B,59,04,2022520016,03,기타경기,69
60.95,2022520015,084.9508A,58,01,2022520015,01,해당지역,69
60.76,2022520015,084.9508A,57,01,2022520015,02,기타지역,71
61.29,2022520015,084.9508A,58,01,2022520015,03,기타경기,68
57.58,2022520015,084.9927B,56,02,2022520015,01,해당지역,61
58.06,2022520015,084.9927B,56,02,2022520015,02,기타지역,62
60.63,2022520015,084.9927B,58,02,2022520015,03,기타경기,64
57,2022520015,099.9609 ,56,03,2022520015,01,해당지역,60
58.75,2022520015,099.9609 ,55,03,2022520015,02,기타지역,69
59.58,2022520015,099.9609 ,56,03,2022520015,03,기타경기,74
39.43,2022520014,084.9577A,27,01,2022520014,01,해당지역,64
0,2022520014,084.9577A,0,01,2022520014,02,기타지역,0
35.96,2022520014,084.9640B,26,02,2022520014,01,해당지역,58
0,2022520014,084.9640B,0,02,2022520014,02,기타지역,0
31.78,2022520014,084.9753C,26,03,2022520014,01,해당지역,39
0,2022520014,084.9753C,0,03,2022520014,02,기타지역,0
45.31,2022520013,084.9516A,35,01,2022520013,01,해당지역,74
0,2022520013,084.9516A,0,01,2022520013,02,기타지역,0
45.04,2022520013,084.9754B,34,02,2022520013,01,해당지역,63
0,2022520013,084.9754B,0,02,2022520013,02,기타지역,0
70.63,2022520012,084.9394A,69,01,2022520012,01,해당지역,75
70.67,2022520012,084.9394A,69,01,2022520012,02,기타지역,75
71.91,2022520012,084.9394A,69,01,2022520012,03,기타경기,74
66,2022520012,084.9206B,64,02,2022520012,01,해당지역,68
67.89,2022520012,084.9206B,66,02,2022520012,02,기타지역,69
69,2022520012,084.9206B,69,02,2022520012,03,기타경기,69
67.5,2022520012,084.9304C,65,03,2022520012,01,해당지역,69
69,2022520012,084.9304C,69,03,2022520012,02,기타지역,69
70.33,2022520012,084.9304C,69,03,2022520012,03,기타경기,74
36.67,2022520011,059.8303A,31,01,2022520011,01,해당지역,42
52.25,2022520011,059.8303A,46,01,2022520011,02,기타지역,55
50,2022520011,059.8303A,46,01,2022520011,03,기타경기,54
0,2022520011,059.9523B,0,02,2022520011,01,해당지역,0
29.91,2022520011,059.9523B,22,02,2022520011,02,기타지역,49
37.06,2022520011,059.9523B,27,02,2022520011,03,기타경기,51
26.47,2022520011,059.8303P,14,03,2022520011,01,해당지역,48
38.04,2022520011,059.8303P,31,03,2022520011,02,기타지역,49
50.95,2022520011,059.8303P,43,03,2022520011,03,기타경기,62
38.24,2022520011,084.9800 ,29,04,2022520011,01,해당지역,59
49.66,2022520011,084.9800 ,46,04,2022520011,02,기타지역,69
54.21,2022520011,084.9800 ,50,04,2022520011,03,기타경기,65
40.83,2022520011,084.9800P,33,05,2022520011,01,해당지역,51
54,2022520011,084.9800P,47,05,2022520011,02,기타지역,69
54.25,2022520011,084.9800P,53,05,2022520011,03,기타경기,56
23.9,2022520010,069.7058A,13,01,2022520010,01,해당지역,52
39.24,2022520010,069.7058A,31,01,2022520010,02,기타지역,57
51,2022520010,069.7058A,43,01,2022520010,03,기타경기,64
0,2022520010,069.8860B,0,02,2022520010,01,해당지역,0
29.4,2022520010,069.8860B,25,02,2022520010,02,기타지역,33
37.5,2022520010,069.8860B,35,02,2022520010,03,기타경기,41
0,2022520010,069.7263C,0,03,2022520010,01,해당지역,0
30.25,2022520010,069.7263C,19,03,2022520010,02,기타지역,46
29,2022520010,069.7263C,22,03,2022520010,03,기타경기,39
0,2022520010,069.7558D,0,04,2022520010,01,해당지역,0
30.67,2022520010,069.7558D,27,04,2022520010,02,기타지역,43
35.67,2022520010,069.7558D,33,04,2022520010,03,기타경기,40
28.75,2022520010,072.9739 ,17,05,2022520010,01,해당지역,41
39,2022520010,072.9739 ,31,05,2022520010,02,기타지역,50
39.67,2022520010,072.9739 ,34,05,2022520010,03,기타경기,44
37,2022520010,084.9607A,28,06,2022520010,01,해당지역,56
49.71,2022520010,084.9607A,44,06,2022520010,02,기타지역,56
53.67,2022520010,084.9607A,51,06,2022520010,03,기타경기,57
29.67,2022520010,084.9105B,20,07,2022520010,01,해당지역,41
44.73,2022520010,084.9105B,40,07,2022520010,02,기타지역,57
48.5,2022520010,084.9105B,43,07,2022520010,03,기타경기,62
24.2,2022520010,084.9633C,12,08,2022520010,01,해당지역,56
34.81,2022520010,084.9633C,28,08,2022520010,02,기타지역,52
44,2022520010,084.9633C,39,08,2022520010,03,기타경기,56
0,2022520010,084.8914D,0,09,2022520010,01,해당지역,0
36.59,2022520010,084.8914D,29,09,2022520010,02,기타지역,55
43.64,2022520010,084.8914D,37,09,2022520010,03,기타경기,52
45.45,2022520009,084.7450A,37,01,2022520009,01,해당지역,55
46.36,2022520009,084.7450A,37,01,2022520009,02,기타지역,66
49.53,2022520009,084.7450A,44,01,2022520009,03,기타경기,67
28.9,2022520009,084.9425B,14,02,2022520009,01,해당지역,59
29.76,2022520009,084.9425B,19,02,2022520009,02,기타지역,52
38.34,2022520009,084.9425B,31,02,2022520009,03,기타경기,49
36.08,2022520009,084.9587C,24,03,2022520009,01,해당지역,63
40,2022520009,084.9587C,30,03,2022520009,02,기타지역,52
45.13,2022520009,084.9587C,35,03,2022520009,03,기타경기,62
55.15,2022520008,084.2210A,47,01,2022520008,01,해당지역,74
0,2022520008,084.2210A,0,01,2022520008,02,기타지역,0
49.09,2022520008,084.2033B,42,02,2022520008,01,해당지역,74
0,2022520008,084.2033B,0,02,2022520008,02,기타지역,0
47.52,2022520008,084.2042C,37,03,2022520008,01,해당지역,70
0,2022520008,084.2042C,0,03,2022520008,02,기타지역,0
50.92,2022520007,084.9815A,46,01,2022520007,01,해당지역,58
0,2022520007,084.9815A,0,01,2022520007,02,기타지역,0
41.74,2022520007,084.9940B,33,02,2022520007,01,해당지역,61
0,2022520007,084.9940B,0,02,2022520007,02,기타지역,0
38.11,2022520007,084.9934C,27,03,2022520007,01,해당지역,65
0,2022520007,084.9934C,0,03,2022520007,02,기타지역,0
-,2022520007,110.9866A,-,04,2022520007,01,해당지역,-
-,2022520007,110.9866A,-,04,2022520007,02,기타지역,-
-,2022520007,110.9857B,-,05,2022520007,01,해당지역,-
-,2022520007,110.9857B,-,05,2022520007,02,기타지역,-
39.76,2022520006,084.9987A,31,01,2022520006,01,해당지역,74
0,2022520006,084.9987A,0,01,2022520006,02,기타지역,0
-,2022520006,084.9426B,-,02,2022520006,01,해당지역,-
-,2022520006,084.9426B,-,02,2022520006,02,기타지역,-
61.93,2022520005,084.9233A,59,01,2022520005,01,해당지역,69
0,2022520005,084.9233A,0,01,2022520005,02,기타지역,0
55.53,2022520005,084.6883B,52,02,2022520005,01,해당지역,61
0,2022520005,084.6883B,0,02,2022520005,02,기타지역,0
-,2022520005,103.9672 ,-,03,2022520005,01,해당지역,-
-,2022520005,103.9672 ,-,03,2022520005,02,기타지역,-
-,2022520004,084.9200A,-,01,2022520004,01,해당지역,-
-,2022520004,084.9200A,-,01,2022520004,02,기타지역,-
-,2022520004,084.9900B,-,02,2022520004,01,해당지역,-
-,2022520004,084.9900B,-,02,2022520004,02,기타지역,-
-,2022520004,084.8400C,-,03,2022520004,01,해당지역,-
-,2022520004,084.8400C,-,03,2022520004,02,기타지역,-
-,2022520004,084.7500D,-,04,2022520004,01,해당지역,-
-,2022520004,084.7500D,-,04,2022520004,02,기타지역,-
56.06,2022520003,084.9955A,52,01,2022520003,01,해당지역,63
59.44,2022520003,084.9955A,57,01,2022520003,02,기타지역,66
57.74,2022520003,084.9697B,52,02,2022520003,01,해당지역,74
61.98,2022520003,084.9697B,58,02,2022520003,02,기타지역,74
50.1,2022520003,084.9692C,47,03,2022520003,01,해당지역,59
58.16,2022520003,084.9692C,55,03,2022520003,02,기타지역,66
49.5,2022520003,084.9328D,44,04,2022520003,01,해당지역,65
55.76,2022520003,084.9328D,54,04,2022520003,02,기타지역,61
50.79,2022520003,097.9655 ,47,05,2022520003,01,해당지역,62
59.14,2022520003,097.9655 ,56,05,2022520003,02,기타지역,66
52.21,2022520003,097.9655P,45,06,2022520003,01,해당지역,66
59.36,2022520003,097.9655P,57,06,2022520003,02,기타지역,64
58.22,2022520002,074.8299 ,52,01,2022520002,01,해당지역,69
57.2,2022520002,074.8299 ,53,01,2022520002,02,기타지역,66
57.67,2022520002,074.8299 ,54,01,2022520002,03,기타경기,60
61.09,2022520002,084.9934A,57,02,2022520002,01,해당지역,68
58.35,2022520002,084.9934A,56,02,2022520002,02,기타지역,71
66.47,2022520002,084.9934A,61,02,2022520002,03,기타경기,81
53.33,2022520002,084.9996B,46,03,2022520002,01,해당지역,58
53.26,2022520002,084.9996B,50,03,2022520002,02,기타지역,62
56.38,2022520002,084.9996B,54,03,2022520002,03,기타경기,60
61.56,2022520001,084.9939A,59,01,2022520001,01,해당지역,74
62,2022520001,084.9939A,60,01,2022520001,02,기타지역,69
63.88,2022520001,084.9939A,61,01,2022520001,03,기타경기,69
56.2,2022520001,084.9957B,55,02,2022520001,01,해당지역,58
61.71,2022520001,084.9957B,59,02,2022520001,02,기타지역,69
61,2022520001,084.9957B,60,02,2022520001,03,기타경기,62
-,2022000939,084.5734A,-,01,2022000939,01,해당지역,-
-,2022000939,084.5734A,-,01,2022000939,02,기타지역,-
-,2022000939,084.5524B,-,02,2022000939,01,해당지역,-
-,2022000939,084.5524B,-,02,2022000939,02,기타지역,-
-,2022000939,084.5914C,-,03,2022000939,01,해당지역,-
-,2022000939,084.5914C,-,03,2022000939,02,기타지역,-
-,2022000932,059.9540A,-,01,2022000932,01,해당지역,-
-,2022000932,059.9540A,-,01,2022000932,02,기타지역,-
-,2022000932,059.9910B,-,02,2022000932,01,해당지역,-
-,2022000932,059.9910B,-,02,2022000932,02,기타지역,-
-,2022000932,084.9010A,-,03,2022000932,01,해당지역,-
-,2022000932,084.9010A,-,03,2022000932,02,기타지역,-
-,2022000932,084.8570B,-,04,2022000932,01,해당지역,-
-,2022000932,084.8570B,-,04,2022000932,02,기타지역,-
-,2022000931,074.8299 ,-,01,2022000931,01,해당지역,-
-,2022000931,074.8299 ,-,01,2022000931,02,기타지역,-
-,2022000931,074.8299 ,-,01,2022000931,03,기타경기,-
-,2022000931,084.9934A,-,02,2022000931,01,해당지역,-
-,2022000931,084.9934A,-,02,2022000931,02,기타지역,-
-,2022000931,084.9934A,-,02,2022000931,03,기타경기,-
-,2022000931,084.9996B,-,03,2022000931,01,해당지역,-
-,2022000931,084.9996B,-,03,2022000931,02,기타지역,-
-,2022000931,084.9996B,-,03,2022000931,03,기타경기,-
-,2022000930,084.8452A,-,01,2022000930,01,해당지역,-
-,2022000930,084.8452A,-,01,2022000930,02,기타지역,-
-,2022000930,084.9756B,-,02,2022000930,01,해당지역,-
-,2022000930,084.9756B,-,02,2022000930,02,기타지역,-
-,2022000930,084.8537C,-,03,2022000930,01,해당지역,-
-,2022000930,084.8537C,-,03,2022000930,02,기타지역,-
-,2022000930,084.5492D,-,04,2022000930,01,해당지역,-
-,2022000930,084.5492D,-,04,2022000930,02,기타지역,-
-,2022000930,084.7546E,-,05,2022000930,01,해당지역,-
-,2022000930,084.7546E,-,05,2022000930,02,기타지역,-
-,2022000930,084.9370F,-,06,2022000930,01,해당지역,-
-,2022000930,084.9370F,-,06,2022000930,02,기타지역,-
-,2022000930,084.7407G,-,07,2022000930,01,해당지역,-
-,2022000930,084.7407G,-,07,2022000930,02,기타지역,-
61.74,2022000914,084.9871A,58,01,2022000914,01,해당지역,74
0,2022000914,084.9871A,0,01,2022000914,02,기타지역,0
54.62,2022000914,084.9928B,49,02,2022000914,01,해당지역,64
0,2022000914,084.9928B,0,02,2022000914,02,기타지역,0
58,2022000914,084.9995C,52,03,2022000914,01,해당지역,72
0,2022000914,084.9995C,0,03,2022000914,02,기타지역,0
68.17,2022000914,084.9911D,65,04,2022000914,01,해당지역,69
0,2022000914,084.9911D,0,04,2022000914,02,기타지역,0
-,2022000914,102.9959 ,-,05,2022000914,01,해당지역,-
-,2022000914,102.9959 ,-,05,2022000914,02,기타지역,-
57.09,2022000913,084.9871A,54,01,2022000913,01,해당지역,64
0,2022000913,084.9871A,0,01,2022000913,02,기타지역,0
45.72,2022000913,084.9928B,40,02,2022000913,01,해당지역,64
0,2022000913,084.9928B,0,02,2022000913,02,기타지역,0
47.56,2022000913,084.9995C,40,03,2022000913,01,해당지역,62
0,2022000913,084.9995C,0,03,2022000913,02,기타지역,0
61.63,2022000913,084.9911D,60,04,2022000913,01,해당지역,66
0,2022000913,084.9911D,0,04,2022000913,02,기타지역,0
-,2022000913,102.9959 ,-,05,2022000913,01,해당지역,-
-,2022000913,102.9959 ,-,05,2022000913,02,기타지역,-
-,2022000911,059.9800 ,-,01,2022000911,01,해당지역,-
-,2022000911,059.9800 ,-,01,2022000911,02,기타지역,-
-,2022000908,036.9645 ,-,01,2022000908,01,해당지역,-
-,2022000908,036.9645 ,-,01,2022000908,02,기타지역,-
-,2022000908,046.6460 ,-,02,2022000908,01,해당지역,-
-,2022000908,046.6460 ,-,02,2022000908,02,기타지역,-
-,2022000908,059.9970A,-,03,2022000908,01,해당지역,-
-,2022000908,059.9970A,-,03,2022000908,02,기타지역,-
-,2022000908,059.7995B,-,04,2022000908,01,해당지역,-
-,2022000908,059.7995B,-,04,2022000908,02,기타지역,-
-,2022000908,059.8462C,-,05,2022000908,01,해당지역,-
-,2022000908,059.8462C,-,05,2022000908,02,기타지역,-
-,2022000908,072.9824 ,-,06,2022000908,01,해당지역,-
-,2022000908,072.9824 ,-,06,2022000908,02,기타지역,-
43.75,2022000908,084.9122A,37,07,2022000908,01,해당지역,59
0,2022000908,084.9122A,0,07,2022000908,02,기타지역,0
0,2022000908,084.5250B,0,08,2022000908,01,해당지역,0
33.33,2022000908,084.5250B,29,08,2022000908,02,기타지역,40
-,2022000906,059.9562 ,-,01,2022000906,01,해당지역,-
-,2022000906,059.9562 ,-,01,2022000906,02,기타지역,-
-,2022000906,075.9831 ,-,02,2022000906,01,해당지역,-
-,2022000906,075.9831 ,-,02,2022000906,02,기타지역,-
-,2022000906,084.9756A,-,03,2022000906,01,해당지역,-
-,2022000906,084.9756A,-,03,2022000906,02,기타지역,-
-,2022000906,084.9734B,-,04,2022000906,01,해당지역,-
-,2022000906,084.9734B,-,04,2022000906,02,기타지역,-
56,2022000900,059.9987 ,56,01,2022000900,01,해당지역,56
0,2022000900,059.9987 ,0,01,2022000900,02,기타지역,0
56,2022000900,059.9884A,54,02,2022000900,01,해당지역,58
0,2022000900,059.9884A,0,02,2022000900,02,기타지역,0
56,2022000900,059.9902B,56,03,2022000900,01,해당지역,56
0,2022000900,059.9902B,0,03,2022000900,02,기타지역,0
65,2022000900,074.9957B,65,04,2022000900,01,해당지역,65
0,2022000900,074.9957B,0,04,2022000900,02,기타지역,0
57.2,2022000900,074.9825C,54,05,2022000900,01,해당지역,61
0,2022000900,074.9825C,0,05,2022000900,02,기타지역,0
73,2022000900,084.9852A,73,06,2022000900,01,해당지역,73
0,2022000900,084.9852A,0,06,2022000900,02,기타지역,0
71,2022000900,084.9932B,71,07,2022000900,01,해당지역,71
0,2022000900,084.9932B,0,07,2022000900,02,기타지역,0
61,2022000900,084.9850C,58,08,2022000900,01,해당지역,70
0,2022000900,084.9850C,0,08,2022000900,02,기타지역,0
54.75,2022000900,084.9907D,51,09,2022000900,01,해당지역,60
0,2022000900,084.9907D,0,09,2022000900,02,기타지역,0
-,2022000898,059.9854 ,-,01,2022000898,01,해당지역,-
-,2022000898,059.9854 ,-,01,2022000898,02,기타지역,-
-,2022000898,084.9204 ,-,02,2022000898,01,해당지역,-
-,2022000898,084.9204 ,-,02,2022000898,02,기타지역,-
-,2022000896,039.9800 ,-,01,2022000896,01,해당지역,-
-,2022000896,039.9800 ,-,01,2022000896,02,기타지역,-
-,2022000896,049.9300 ,-,02,2022000896,01,해당지역,-
-,2022000896,049.9300 ,-,02,2022000896,02,기타지역,-
